,SPECIES,SITE,ID,SEX,TREAT,FWL,BUT_WT,REL_DATE,COND_0,RECAP_DATE,NRECAP,BEH,TIME,NOTEBOOK
461,Pontia_occidentalis,Corfu_WA,45,M,CUT,2.1,0.88,1993-07-05,2,187,1,BASK,AM,Corfu.CutWings.1993_2
462,Pontia_occidentalis,Corfu_WA,46,M,CTL,2.5,0.6,1993-07-05,2,187,1,FLIGHT,PM,Corfu.CutWings.1993_2
463,Pontia_occidentalis,Corfu_WA,46,M,CTL,2.5,0.6,1993-07-05,2,188,2,FLIGHT,PM,Corfu.CutWings.1993_2
464,Pontia_occidentalis,Corfu_WA,46,M,CTL,2.5,0.6,1993-07-05,2,189,3,COURT,MM,Corfu.CutWings.1993_2
465,Pontia_occidentalis,Corfu_WA,46,M,CTL,2.5,0.6,1993-07-05,2,189,4,FLIGHT,MM,Corfu.CutWings.1993_2
466,Pontia_occidentalis,Corfu_WA,46,M,CTL,2.5,0.6,1993-07-05,2,190,5,FLIGHT,MM,Corfu.CutWings.1993_2
467,Pontia_occidentalis,Corfu_WA,47,M,CUT,2.1,0.53,1993-07-05,3,187,1,REST,AM,Corfu.CutWings.1993_2
468,Pontia_occidentalis,Corfu_WA,47,M,CUT,2.1,0.53,1993-07-05,3,187,2,FLIGHT,MM,Corfu.CutWings.1993_2
469,Pontia_occidentalis,Corfu_WA,47,M,CUT,2.1,0.53,1993-07-05,3,188,3,SPOOK,AM,Corfu.CutWings.1993_2
470,Pontia_occidentalis,Corfu_WA,47,M,CTL,2.1,0.53,1993-07-05,3,188,4,FLIGHT,MM,Corfu.CutWings.1993_2
471,Pontia_occidentalis,Corfu_WA,49,M,CUT,2.1,0.57,1993-07-05,2,187,1,SPOOK,AM,Corfu.CutWings.1993_2
472,Pontia_occidentalis,Corfu_WA,49,M,CUT,2.1,0.57,1993-07-05,2,187,2,FLIGHT,PM,Corfu.CutWings.1993_2
473,Pontia_occidentalis,Corfu_WA,49,M,CUT,2.1,0.57,1993-07-05,2,187,3,FLIGHT,PM,Corfu.CutWings.1993_2
474,Pontia_occidentalis,Corfu_WA,49,M,CUT,2.1,0.57,1993-07-05,2,188,4,FLIGHT,AM,Corfu.CutWings.1993_2
475,Pontia_occidentalis,Corfu_WA,49,M,CUT,2.1,0.57,1993-07-05,2,188,5,FLIGHT,AM,Corfu.CutWings.1993_2
476,Pontia_occidentalis,Corfu_WA,49,M,CUT,2.1,0.57,1993-07-05,2,188,6,FLIGHT,MM,Corfu.CutWings.1993_2
477,Pontia_occidentalis,Corfu_WA,49,M,CUT,2.1,0.57,1993-07-05,2,188,7,FLIGHT,MM,Corfu.CutWings.1993_2
478,Pontia_occidentalis,Corfu_WA,49,M,CUT,2.1,0.57,1993-07-05,2,188,8,FLIGHT,MM,Corfu.CutWings.1993_2
479,Pontia_occidentalis,Corfu_WA,50,F,CTL,2.3,0.67,1993-07-05,1,187,1,FLIGHT,MM,Corfu.CutWings.1993_2
480,Pontia_occidentalis,Corfu_WA,50,F,CTL,2.3,0.67,1993-07-05,1,187,2,FLIGHT,MM,Corfu.CutWings.1993_2
481,Pontia_occidentalis,Corfu_WA,51,F,CUT,2.1,0.65,1993-07-05,4,187,1,FLIGHT,AM,Corfu.CutWings.1993_2
482,Pontia_occidentalis,Corfu_WA,52,F,CTL,2.4,0.7,1993-07-05,1,187,1,FLIGHT,MM,Corfu.CutWings.1993_2
483,Pontia_occidentalis,Corfu_WA,52,F,CTL,2.4,0.7,1993-07-05,1,190,2,OVI,MM,Corfu.CutWings.1993_2
484,Pontia_occidentalis,Corfu_WA,52,F,CTL,2.4,0.7,1993-07-05,1,192,3,FLIGHT,MM,Corfu.CutWings.1993_2
485,Pontia_occidentalis,Corfu_WA,52,F,CTL,2.4,0.7,1993-07-05,1,193,4,REST,PM,Corfu.CutWings.1993_2
486,Pontia_occidentalis,Corfu_WA,53,F,CUT,2,0.7,1993-07-05,2,187,1,OVI,MM,Corfu.CutWings.1993_2
487,Pontia_occidentalis,Corfu_WA,53,F,CUT,2,0.7,1993-07-05,2,189,2,FLIGHT,MM,Corfu.CutWings.1993_2
488,Pontia_occidentalis,Corfu_WA,53,F,CUT,2,0.7,1993-07-05,2,191,3,FLIGHT,PM,Corfu.CutWings.1993_2
489,Pontia_occidentalis,Corfu_WA,53,F,CUT,2,0.7,1993-07-05,2,192,4,FLIGHT,MM,Corfu.CutWings.1993_2
490,Pontia_occidentalis,Corfu_WA,55,M,CUT,1.9,0.49,1993-07-05,1,187,1,FLIGHT,AM,Corfu.CutWings.1993_2
491,Pontia_occidentalis,Corfu_WA,59,M,CUT,2,0.54,1993-07-05,2,187,1,FLIGHT,AM,Corfu.CutWings.1993_2
492,Pontia_occidentalis,Corfu_WA,62,M,CTL,2.2,0.48,1993-07-05,2,187,1,FLIGHT,AM,Corfu.CutWings.1993_2
493,Pontia_occidentalis,Corfu_WA,62,M,CTL,2.2,0.48,1993-07-05,2,187,2,FLIGHT,PM,Corfu.CutWings.1993_2
494,Pontia_occidentalis,Corfu_WA,62,M,CTL,2.2,0.48,1993-07-05,2,188,3,FLIGHT,MM,Corfu.CutWings.1993_2
495,Pontia_occidentalis,Corfu_WA,62,M,CTL,2.2,0.48,1993-07-05,2,188,4,FLIGHT,MM,Corfu.CutWings.1993_2
496,Pontia_occidentalis,Corfu_WA,63,F,CUT,2.1,0.96,1993-07-05,1,188,1,NECTAR,MM,Corfu.CutWings.1993_2
497,Pontia_occidentalis,Corfu_WA,63,F,CUT,2.1,0.96,1993-07-05,1,189,2,FLIGHT,AM,Corfu.CutWings.1993_2
498,Pontia_occidentalis,Corfu_WA,63,F,CUT,2.1,0.96,1993-07-05,1,189,3,FLIGHT,AM,Corfu.CutWings.1993_2
499,Pontia_occidentalis,Corfu_WA,69,F,CUT,2.1,0.69,1993-07-05,3,187,1,COURT,PM,Corfu.CutWings.1993_2
500,Pontia_occidentalis,Corfu_WA,70,F,CTL,2.4,0.85,1993-07-05,3,187,1,FLIGHT,AM,Corfu.CutWings.1993_2
501,Pontia_occidentalis,Corfu_WA,70,F,CTL,2.4,0.85,1993-07-05,3,187,2,FLIGHT,PM,Corfu.CutWings.1993_2
502,Pontia_occidentalis,Corfu_WA,72,F,CTL,2.5,1.02,1993-07-05,1,187,1,FLIGHT,AM,Corfu.CutWings.1993_2
503,Pontia_occidentalis,Corfu_WA,72,F,CTL,2.5,1.02,1993-07-05,1,187,2,SPOOK,AM,Corfu.CutWings.1993_2
504,Pontia_occidentalis,Corfu_WA,73,F,CUT,2.2,0.6,1993-07-05,3,187,1,FLIGHT,AM,Corfu.CutWings.1993_2
505,Pontia_occidentalis,Corfu_WA,75,F,CUT,2.1,0.8,1993-07-05,2,187,1,FLIGHT,AM,Corfu.CutWings.1993_2
506,Pontia_occidentalis,Corfu_WA,77,M,CUT,2,0.62,1993-07-05,2,188,1,FLIGHT,MM,Corfu.CutWings.1993_2
507,Pontia_occidentalis,Corfu_WA,77,M,CUT,2,0.62,1993-07-05,2,189,2,FLIGHT,MM,Corfu.CutWings.1993_2
508,Pontia_occidentalis,Corfu_WA,78,M,CTL,2.3,0.53,1993-07-05,1,191,1,BASK,AM,Corfu.CutWings.1993_2
509,Pontia_occidentalis,Corfu_WA,78,M,CTL,2.3,0.53,1993-07-05,1,192,2,COURT,AM,Corfu.CutWings.1993_2
510,Pontia_occidentalis,Corfu_WA,78,M,CTL,2.3,0.53,1993-07-05,1,192,3,FLIGHT,PM,Corfu.CutWings.1993_2
511,Pontia_occidentalis,Corfu_WA,81,M,CUT,2.3,0.79,1993-07-05,2,187,1,SPOOK,AM,Corfu.CutWings.1993_2
512,Pontia_occidentalis,Corfu_WA,81,M,CUT,2.3,0.79,1993-07-05,2,189,2,FLIGHT,AM,Corfu.CutWings.1993_2
513,Pontia_occidentalis,Corfu_WA,82,F,CTL,2.5,0.73,1993-07-05,3,187,1,FLIGHT,MM,Corfu.CutWings.1993_2
514,Pontia_occidentalis,Corfu_WA,85,M,CUT,2.1,0.6,1993-07-05,2,187,1,FLIGHT,PM,Corfu.CutWings.1993_2
515,Pontia_occidentalis,Corfu_WA,85,M,CUT,2.1,0.6,1993-07-05,2,187,2,FLIGHT,PM,Corfu.CutWings.1993_2
516,Pontia_occidentalis,Corfu_WA,85,M,CUT,2.1,0.6,1993-07-05,2,188,3,FLIGHT,AM,Corfu.CutWings.1993_2
517,Pontia_occidentalis,Corfu_WA,85,M,CUT,2.1,0.6,1993-07-05,2,188,4,FLIGHT,MM,Corfu.CutWings.1993_2
518,Pontia_occidentalis,Corfu_WA,85,M,CUT,2.1,0.6,1993-07-05,2,188,5,FLIGHT,MM,Corfu.CutWings.1993_2
519,Pontia_occidentalis,Corfu_WA,85,M,CUT,2.1,0.6,1993-07-05,2,188,6,FLIGHT,MM,Corfu.CutWings.1993_2
520,Pontia_occidentalis,Corfu_WA,85,M,CUT,2.1,0.6,1993-07-05,2,188,7,FLIGHT,MM,Corfu.CutWings.1993_2
521,Pontia_occidentalis,Corfu_WA,85,M,CUT,2.1,0.6,1993-07-05,2,189,8,BASK,AM,Corfu.CutWings.1993_2
522,Pontia_occidentalis,Corfu_WA,85,M,CUT,2.1,0.6,1993-07-05,2,189,9,FLIGHT,AM,Corfu.CutWings.1993_2
523,Pontia_occidentalis,Corfu_WA,86,F,CTL,2.7,1.36,1993-07-05,1,187,1,FLIGHT,PM,Corfu.CutWings.1993_2
524,Pontia_occidentalis,Corfu_WA,87,M,CUT,2.4,0.76,1993-07-05,1,187,1,REST,AM,Corfu.CutWings.1993_2
525,Pontia_occidentalis,Corfu_WA,87,M,CUT,2.4,0.76,1993-07-05,1,187,2,FLIGHT,AM,Corfu.CutWings.1993_2
526,Pontia_occidentalis,Corfu_WA,87,M,CUT,2.4,0.76,1993-07-05,1,187,3,REST,AM,Corfu.CutWings.1993_2
527,Pontia_occidentalis,Corfu_WA,88,F,CUT,2.5,0.91,1993-07-05,1,187,1,FLIGHT,MM,Corfu.CutWings.1993_2
528,Pontia_occidentalis,Corfu_WA,88,F,CTL,2.5,0.91,1993-07-05,1,188,2,FLIGHT,AM,Corfu.CutWings.1993_2
529,Pontia_occidentalis,Corfu_WA,88,F,CTL,2.5,0.91,1993-07-05,1,188,3,FLIGHT,AM,Corfu.CutWings.1993_2
530,Pontia_occidentalis,Corfu_WA,88,F,CTL,2.5,0.91,1993-07-05,1,189,4,OVI,AM,Corfu.CutWings.1993_2
531,Pontia_occidentalis,Corfu_WA,88,F,CTL,2.5,0.91,1993-07-05,1,190,5,NECTAR,AM,Corfu.CutWings.1993_2
532,Pontia_occidentalis,Corfu_WA,88,F,CTL,2.5,0.91,1993-07-05,1,190,6,REST,MM,Corfu.CutWings.1993_2
533,Pontia_occidentalis,Corfu_WA,93,F,CUT,2.1,0.83,1993-07-05,1,187,1,SPOOK,MM,Corfu.CutWings.1993_2
534,Pontia_occidentalis,Corfu_WA,93,F,CUT,2.1,0.83,1993-07-05,1,187,2,NECTAR,PM,Corfu.CutWings.1993_2
535,Pontia_occidentalis,Corfu_WA,93,F,CUT,2.1,0.83,1993-07-05,1,188,3,NECTAR,MM,Corfu.CutWings.1993_2
536,Pontia_occidentalis,Corfu_WA,95,M,CUT,2.2,1.05,1993-07-05,1,188,1,NECTAR,AM,Corfu.CutWings.1993_2
537,Pontia_occidentalis,Corfu_WA,95,M,CUT,2.2,1.05,1993-07-05,1,188,2,SPOOK,AM,Corfu.CutWings.1993_2
538,Pontia_occidentalis,Corfu_WA,95,M,CUT,2.2,1.05,1993-07-05,1,188,3,FLIGHT,MM,Corfu.CutWings.1993_2
539,Pontia_occidentalis,Corfu_WA,95,M,CUT,2.2,1.05,1993-07-05,1,188,4,FLIGHT,MM,Corfu.CutWings.1993_2
540,Pontia_occidentalis,Corfu_WA,95,M,CUT,2.2,1.05,1993-07-05,1,189,5,FLIGHT,MM,Corfu.CutWings.1993_2
541,Pontia_occidentalis,Corfu_WA,95,M,CUT,2.2,1.05,1993-07-05,1,189,6,FLIGHT,MM,Corfu.CutWings.1993_2
542,Pontia_occidentalis,Corfu_WA,95,M,CUT,2.2,1.05,1993-07-05,1,189,7,FLIGHT,MM,Corfu.CutWings.1993_2
543,Pontia_occidentalis,Corfu_WA,99,F,CUT,2.1,0.66,1993-07-06,2,188,1,SPOOK,AM,Corfu.CutWings.1993_2
544,Pontia_occidentalis,Corfu_WA,100,F,CTL,2.5,0.79,1993-07-06,1,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
545,Pontia_occidentalis,Corfu_WA,100,F,CTL,2.5,0.79,1993-07-06,1,188,2,OVI,AM,Corfu.CutWings.1993_2
546,Pontia_occidentalis,Corfu_WA,100,F,CTL,2.5,0.79,1993-07-06,1,188,3,FLIGHT,AM,Corfu.CutWings.1993_2
547,Pontia_occidentalis,Corfu_WA,101,M,CUT,2.5,0.9,1993-07-06,2,188,1,BASK,AM,Corfu.CutWings.1993_2
548,Pontia_occidentalis,Corfu_WA,101,M,CUT,2.5,0.9,1993-07-06,2,188,2,FLIGHT,AM,Corfu.CutWings.1993_2
549,Pontia_occidentalis,Corfu_WA,101,F,CUT,2.5,0.9,1993-07-06,2,188,3,FLIGHT,AM,Corfu.CutWings.1993_2
550,Pontia_occidentalis,Corfu_WA,104,M,CTL,2.3,0.63,1993-07-06,2,188,1,BASK,AM,Corfu.CutWings.1993_2
551,Pontia_occidentalis,Corfu_WA,105,M,CUT,2,0.44,1993-07-06,2,188,1,NECTAR,MM,Corfu.CutWings.1993_2
552,Pontia_occidentalis,Corfu_WA,106,F,CTL,2.4,1.05,1993-07-06,1,188,1,BASK,AM,Corfu.CutWings.1993_2
553,Pontia_occidentalis,Corfu_WA,108,F,CTL,2.6,0.95,1993-07-06,3,188,1,FLIGHT,MM,Corfu.CutWings.1993_2
554,Pontia_occidentalis,Corfu_WA,109,M,CUT,2.1,0.64,1993-07-06,3,188,1,FLIGHT,MM,Corfu.CutWings.1993_2
555,Pontia_occidentalis,Corfu_WA,110,M,CTL,2,0.43,1993-07-06,2,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
556,Pontia_occidentalis,Corfu_WA,111,F,CUT,2.2,0.72,1993-07-06,2,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
557,Pontia_occidentalis,Corfu_WA,111,F,CUT,2.2,0.72,1993-07-06,2,188,2,BASK,AM,Corfu.CutWings.1993_2
558,Pontia_occidentalis,Corfu_WA,113,F,CUT,1.9,0.73,1993-07-06,1,188,1,FLIGHT,MM,Corfu.CutWings.1993_2
559,Pontia_occidentalis,Corfu_WA,113,F,CUT,1.9,0.73,1993-07-06,1,189,2,FLIGHT,AM,Corfu.CutWings.1993_2
560,Pontia_occidentalis,Corfu_WA,113,F,CUT,1.9,0.73,1993-07-06,1,189,3,SPOOK,AM,Corfu.CutWings.1993_2
561,Pontia_occidentalis,Corfu_WA,113,F,CUT,1.9,0.73,1993-07-06,1,189,4,FLIGHT,AM,Corfu.CutWings.1993_2
562,Pontia_occidentalis,Corfu_WA,114,F,CTL,2.3,0.54,1993-07-06,3,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
563,Pontia_occidentalis,Corfu_WA,117,M,CUT,2.1,0.61,1993-07-06,3,188,1,NECTAR,MM,Corfu.CutWings.1993_2
564,Pontia_occidentalis,Corfu_WA,117,M,CUT,2.1,0.61,1993-07-06,3,189,2,FLIGHT,AM,Corfu.CutWings.1993_2
565,Pontia_occidentalis,Corfu_WA,120,M,CTL,2.6,0.72,1993-07-06,1,188,1,COURT,MM,Corfu.CutWings.1993_2
566,Pontia_occidentalis,Corfu_WA,120,M,CTL,2.6,0.72,1993-07-06,1,188,2,FLIGHT,PM,Corfu.CutWings.1993_2
567,Pontia_occidentalis,Corfu_WA,120,M,CTL,2.6,0.72,1993-07-06,1,189,3,FLIGHT,AM,Corfu.CutWings.1993_2
568,Pontia_occidentalis,Corfu_WA,120,M,CTL,2.6,0.72,1993-07-06,1,189,4,FLIGHT,MM,Corfu.CutWings.1993_2
569,Pontia_occidentalis,Corfu_WA,120,M,CTL,2.6,0.72,1993-07-06,1,189,5,FLIGHT,MM,Corfu.CutWings.1993_2
570,Pontia_occidentalis,Corfu_WA,120,M,CTL,2.6,0.72,1993-07-06,1,190,6,FLIGHT,MM,Corfu.CutWings.1993_2
571,Pontia_occidentalis,Corfu_WA,123,M,CUT,2.2,0.59,1993-07-06,3,188,1,FLIGHT,PM,Corfu.CutWings.1993_2
572,Pontia_occidentalis,Corfu_WA,123,M,CUT,2.2,0.59,1993-07-06,3,189,2,NECTAR,MM,Corfu.CutWings.1993_2
573,Pontia_occidentalis,Corfu_WA,123,M,CUT,2.2,0.59,1993-07-06,3,192,3,REST,AM,Corfu.CutWings.1993_2
574,Pontia_occidentalis,Corfu_WA,123,M,CUT,2.2,0.59,1993-07-06,3,192,4,NECTAR,MM,Corfu.CutWings.1993_2
575,Pontia_occidentalis,Corfu_WA,123,M,CUT,2.2,0.59,1993-07-06,3,192,5,,PM,Corfu.CutWings.1993_2
576,Pontia_occidentalis,Corfu_WA,125,F,CUT,2,0.65,1993-07-06,1,188,1,BASK,AM,Corfu.CutWings.1993_2
577,Pontia_occidentalis,Corfu_WA,125,F,CUT,2,0.65,1993-07-06,1,188,2,SPOOK,AM,Corfu.CutWings.1993_2
578,Pontia_occidentalis,Corfu_WA,127,F,CUT,2.1,0.63,1993-07-06,3,188,1,SPOOK,AM,Corfu.CutWings.1993_2
579,Pontia_occidentalis,Corfu_WA,127,F,CUT,2.1,0.63,1993-07-06,3,190,2,FLIGHT,PM,Corfu.CutWings.1993_2
580,Pontia_occidentalis,Corfu_WA,129,M,CUT,2.2,0.68,1993-07-06,3,189,1,COURT,MM,Corfu.CutWings.1993_2
581,Pontia_occidentalis,Corfu_WA,130,F,CTL,2.7,1.02,1993-07-06,3,188,1,BASK,AM,Corfu.CutWings.1993_2
582,Pontia_occidentalis,Corfu_WA,130,F,CTL,2.7,1.02,1993-07-06,3,190,2,FLIGHT,MM,Corfu.CutWings.1993_2
583,Pontia_occidentalis,Corfu_WA,130,F,CTL,2.7,1.02,1993-07-06,3,190,3,FLIGHT,MM,Corfu.CutWings.1993_2
584,Pontia_occidentalis,Corfu_WA,131,M,CUT,2,0.58,1993-07-06,2,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
585,Pontia_occidentalis,Corfu_WA,133,F,CUT,2.4,1.32,1993-07-06,1,190,1,FLIGHT,MM,Corfu.CutWings.1993_2
586,Pontia_occidentalis,Corfu_WA,133,F,CUT,2.4,1.32,1993-07-06,1,190,2,FLIGHT,MM,Corfu.CutWings.1993_2
587,Pontia_occidentalis,Corfu_WA,136,F,CTL,2.4,0.59,1993-07-06,3,188,1,BASK,AM,Corfu.CutWings.1993_2
588,Pontia_occidentalis,Corfu_WA,142,F,CTL,2.5,1.06,1993-07-06,1,188,1,BASK,AM,Corfu.CutWings.1993_2
589,Pontia_occidentalis,Corfu_WA,142,F,CTL,2.5,1.06,1993-07-06,1,188,2,BASK,AM,Corfu.CutWings.1993_2
590,Pontia_occidentalis,Corfu_WA,144,F,CTL,2.6,0.85,1993-07-06,3,188,1,BASK,AM,Corfu.CutWings.1993_2
591,Pontia_occidentalis,Corfu_WA,146,F,CTL,2.1,0.66,1993-07-06,1,188,1,BASK,AM,Corfu.CutWings.1993_2
592,Pontia_occidentalis,Corfu_WA,146,F,CTL,2.1,0.66,1993-07-06,1,188,2,FLIGHT,MM,Corfu.CutWings.1993_2
593,Pontia_occidentalis,Corfu_WA,147,F,CUT,2.2,0.99,1993-07-06,2,188,1,FLIGHT,MM,Corfu.CutWings.1993_2
594,Pontia_occidentalis,Corfu_WA,147,F,CUT,2.2,0.99,1993-07-06,2,189,2,FLIGHT,AM,Corfu.CutWings.1993_2
595,Pontia_occidentalis,Corfu_WA,147,F,CUT,2.2,0.99,1993-07-06,2,189,3,OVI,MM,Corfu.CutWings.1993_2
596,Pontia_occidentalis,Corfu_WA,147,F,CUT,2.2,0.99,1993-07-06,2,189,4,OVI,MM,Corfu.CutWings.1993_2
597,Pontia_occidentalis,Corfu_WA,147,F,CUT,2.2,0.99,1993-07-06,2,191,5,BASK,AM,Corfu.CutWings.1993_2
598,Pontia_occidentalis,Corfu_WA,147,F,CUT,2.2,0.99,1993-07-06,2,192,6,OVI,MM,Corfu.CutWings.1993_2
599,Pontia_occidentalis,Corfu_WA,149,F,CUT,2.1,0.77,1993-07-06,2,188,1,NECTAR,AM,Corfu.CutWings.1993_2
600,Pontia_occidentalis,Corfu_WA,151,F,CUT,2.1,0.86,1993-07-06,1,188,1,BASK,AM,Corfu.CutWings.1993_2
601,Pontia_occidentalis,Corfu_WA,154,F,CTL,2.3,0.57,1993-07-06,1,188,1,BASK,AM,Corfu.CutWings.1993_2
602,Pontia_occidentalis,Corfu_WA,156,M,CTL,2.3,0.5,1993-07-06,3,188,1,BASK,AM,Corfu.CutWings.1993_2
603,Pontia_occidentalis,Corfu_WA,161,F,CUT,2.2,0.96,1993-07-06,1,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
604,Pontia_occidentalis,Corfu_WA,163,F,CUT,2.1,0.88,1993-07-06,1,188,1,SPOOK,AM,Corfu.CutWings.1993_2
605,Pontia_occidentalis,Corfu_WA,163,F,CUT,2.1,0.88,1993-07-06,1,189,2,NECTAR,AM,Corfu.CutWings.1993_2
606,Pontia_occidentalis,Corfu_WA,163,F,CUT,2.1,0.88,1993-07-06,1,190,3,FLIGHT,MM,Corfu.CutWings.1993_2
607,Pontia_occidentalis,Corfu_WA,163,F,CUT,2.1,0.88,1993-07-06,1,193,4,NECTAR,PM,Corfu.CutWings.1993_2
608,Pontia_occidentalis,Corfu_WA,165,F,CUT,2.3,0.78,1993-07-06,3,188,1,FLIGHT,MM,Corfu.CutWings.1993_2
609,Pontia_occidentalis,Corfu_WA,165,F,CUT,2.3,0.78,1993-07-06,3,188,2,FLIGHT,MM,Corfu.CutWings.1993_2
610,Pontia_occidentalis,Corfu_WA,165,F,CUT,2.3,0.78,1993-07-06,3,190,3,FLIGHT,MM,Corfu.CutWings.1993_2
611,Pontia_occidentalis,Corfu_WA,165,F,CUT,2.3,0.78,1993-07-06,3,190,4,FLIGHT,MM,Corfu.CutWings.1993_2
612,Pontia_occidentalis,Corfu_WA,165,F,CUT,2.3,0.78,1993-07-06,3,191,5,FLIGHT,MM,Corfu.CutWings.1993_2
613,Pontia_occidentalis,Corfu_WA,167,M,CUT,2.2,0.73,1993-07-06,1,188,1,SPOOK,MM,Corfu.CutWings.1993_2
614,Pontia_occidentalis,Corfu_WA,169,M,CUT,1.7,0.48,1993-07-06,2,188,1,BASK,AM,Corfu.CutWings.1993_2
615,Pontia_occidentalis,Corfu_WA,169,M,CUT,1.7,0.48,1993-07-06,2,188,2,NECTAR,MM,Corfu.CutWings.1993_2
616,Pontia_occidentalis,Corfu_WA,170,M,CTL,2.2,0.54,1993-07-06,1,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
617,Pontia_occidentalis,Corfu_WA,171,M,CUT,2.2,0.92,1993-07-06,3,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
618,Pontia_occidentalis,Corfu_WA,171,M,CUT,2.2,0.92,1993-07-06,3,188,2,FLIGHT,MM,Corfu.CutWings.1993_2
619,Pontia_occidentalis,Corfu_WA,174,F,CTL,2.2,0.52,1993-07-06,2,188,1,OVI,AM,Corfu.CutWings.1993_2
620,Pontia_occidentalis,Corfu_WA,175,M,CUT,1.7,0.4,1993-07-06,2,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
621,Pontia_occidentalis,Corfu_WA,175,M,CUT,1.7,0.4,1993-07-06,2,188,2,FLIGHT,MM,Corfu.CutWings.1993_2
622,Pontia_occidentalis,Corfu_WA,178,F,CTL,2.3,0.79,1993-07-06,2,188,1,OVI,AM,Corfu.CutWings.1993_2
623,Pontia_occidentalis,Corfu_WA,178,F,CTL,2.3,0.79,1993-07-06,2,189,2,FLIGHT,AM,Corfu.CutWings.1993_2
624,Pontia_occidentalis,Corfu_WA,180,M,CTL,2.5,0.72,1993-07-06,3,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
625,Pontia_occidentalis,Corfu_WA,180,M,CTL,2.5,0.72,1993-07-06,3,188,2,SPOOK,AM,Corfu.CutWings.1993_2
626,Pontia_occidentalis,Corfu_WA,182,F,CTL,2.3,0.63,1993-07-06,1,188,1,REST,AM,Corfu.CutWings.1993_2
627,Pontia_occidentalis,Corfu_WA,182,F,CTL,2.3,0.63,1993-07-06,1,189,2,FLIGHT,AM,Corfu.CutWings.1993_2
628,Pontia_occidentalis,Corfu_WA,184,F,CTL,2.6,0.89,1993-07-06,2,188,1,NECTAR,AM,Corfu.CutWings.1993_2
629,Pontia_occidentalis,Corfu_WA,187,M,CUT,2.3,0.8,1993-07-06,2,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
630,Pontia_occidentalis,Corfu_WA,187,M,CUT,2.3,0.8,1993-07-06,2,188,2,SPOOK,AM,Corfu.CutWings.1993_2
631,Pontia_occidentalis,Corfu_WA,189,F,CUT,1.9,0.59,1993-07-06,1,188,1,BASK,AM,Corfu.CutWings.1993_2
632,Pontia_occidentalis,Corfu_WA,189,F,CUT,1.9,0.59,1993-07-06,1,189,2,FLIGHT,AM,Corfu.CutWings.1993_2
633,Pontia_occidentalis,Corfu_WA,189,F,CUT,1.9,0.59,1993-07-06,1,190,3,FLIGHT,AM,Corfu.CutWings.1993_2
634,Pontia_occidentalis,Corfu_WA,190,F,CTL,2.3,0.66,1993-07-06,3,188,1,OVI,AM,Corfu.CutWings.1993_2
635,Pontia_occidentalis,Corfu_WA,191,F,CUT,2.4,0.86,1993-07-06,3,188,1,BASK,AM,Corfu.CutWings.1993_2
636,Pontia_occidentalis,Corfu_WA,192,M,CTL,2.5,0.85,1993-07-06,1,188,1,BASK,AM,Corfu.CutWings.1993_2
637,Pontia_occidentalis,Corfu_WA,192,M,CTL,2.5,0.85,1993-07-06,1,188,2,REST,AM,Corfu.CutWings.1993_2
638,Pontia_occidentalis,Corfu_WA,193,M,CUT,2.1,0.74,1993-07-06,1,188,1,FLIGHT,MM,Corfu.CutWings.1993_2
639,Pontia_occidentalis,Corfu_WA,194,F,CTL,2.7,0.74,1993-07-06,4,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
640,Pontia_occidentalis,Corfu_WA,195,F,CUT,2.1,0.77,1993-07-06,2,188,1,REST,AM,Corfu.CutWings.1993_2
641,Pontia_occidentalis,Corfu_WA,196,M,CTL,2.4,0.72,1993-07-06,1,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
642,Pontia_occidentalis,Corfu_WA,198,M,CTL,2.4,0.85,1993-07-06,2,188,1,SPOOK,AM,Corfu.CutWings.1993_2
643,Pontia_occidentalis,Corfu_WA,199,M,CUT,2.1,0.65,1993-07-06,2,188,1,BASK,AM,Corfu.CutWings.1993_2
644,Pontia_occidentalis,Corfu_WA,202,F,CTL,2.5,0.79,1993-07-06,1,189,1,NECTAR,AM,Corfu.CutWings.1993_2
645,Pontia_occidentalis,Corfu_WA,202,F,CTL,2.5,0.79,1993-07-06,1,189,2,BASK,AM,Corfu.CutWings.1993_2
646,Pontia_occidentalis,Corfu_WA,203,M,CUT,2.2,0.48,1993-07-06,2,188,1,SPOOK,AM,Corfu.CutWings.1993_2
647,Pontia_occidentalis,Corfu_WA,203,M,CUT,2.2,0.48,1993-07-06,2,188,2,FLIGHT,AM,Corfu.CutWings.1993_2
648,Pontia_occidentalis,Corfu_WA,205,F,CUT,2.2,0.76,1993-07-06,3,188,1,FLIGHT,AM,Corfu.CutWings.1993_2
