"SPECIES","SITE","ID","SEX","TREAT","REL_DATE","COND_0","CAPTIME_0","BEH_0","FWL","MEL_GRP","FDS","FT","FT6","FM2","FM6","FB","DS","HB","PV","AV","DV","FV","NOTEBOOK","NRECAP","RECAP_DATE"
"Pontia_occidentalis","Corfu_WA",354,"M","NatVar","6/21/89",3,1541,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",240,"M","NatVar","6/21/89",2,1345,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",244,"M","NatVar","6/21/89",2,1359,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",260,"F","NatVar","6/21/89",3,1528,"R",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",248,"M","NatVar","6/21/89",2,1415,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",255,"M","NatVar","6/21/89",2,1444,"N",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",256,"M","NatVar","6/21/89",1,1447,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",242,"M","NatVar","6/21/89",1,1350,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",243,"M","NatVar","6/21/89",1,1357,"F",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",10244,"M","NatVar","6/21/89",1,1359,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",245,"M","NatVar","6/21/89",3,1402,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",246,"M","NatVar","6/21/89",1,1404,"F",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",249,"M","NatVar","6/21/89",1,1419,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",410,"M","NatVar","6/21/89",1,1450,"M",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",500,"F","NatVar","6/21/89",1,1450,"M",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",281,"F","NatVar","6/21/89",1,1348,"HA",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",412,"M","NatVar","6/21/89",2,1456,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",290,"M","NatVar","6/21/89",3,1420,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",279,"M","NatVar","6/21/89",1,1341,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",401,"M","NatVar","6/21/89",2,1435,"MC",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",402,"M","NatVar","6/21/89",1,1435,"MC",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",280,"M","NatVar","6/21/89",1,1344,"HA",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",403,"M","NatVar","6/21/89",1,1435,"MC",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",288,"M","NatVar","6/21/89",1,1410,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",289,"M","NatVar","6/21/89",2,1413,"N",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",409,"M","NatVar","6/21/89",2,1450,"C",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",405,"F","NatVar","6/21/89",1,1442,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",282,"F","NatVar","6/21/89",1,1350,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",283,"M","NatVar","6/21/89",1,1351,"N",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",408,"M","NatVar","6/21/89",2,1448,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",284,"M","NatVar","6/21/89",3,1354,"N",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",407,"F","NatVar","6/21/89",1,1446,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",400,"F","NatVar","6/21/89",2,1430,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",286,"F","NatVar","6/21/89",1,1406,"O",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",285,"M","NatVar","6/21/89",2,1400,"R",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",406,"M","NatVar","6/21/89",1,1443,"F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",404,"M","NatVar","6/21/89",2,1439,"F",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corfu.NatVar.1989",0,171
"Pontia_occidentalis","Corfu_WA",10056,"M","NatVar","6/21/89",2,1206,"F",2.67,2,0.265,0.069,0.197,0.396,0.177,0.62,0.155,0.674,0.469,0.367,0.389,0.481,"Corfu.NatVar.1989",1,174
"Pontia_occidentalis","Corfu_WA",40,"M","NatVar","6/21/89",1,1034,"F",2.639,2,0.252,0.126,0.249,0.413,0.103,0.839,-0.027,0.701,0.572,0.429,0.427,0.466,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",40,"M","NatVar","6/21/89",1,1034,"F",2.639,2,0.252,0.126,0.249,0.413,0.103,0.839,-0.027,0.701,0.572,0.429,0.427,0.466,"Corfu.NatVar.1989",2,173
"Pontia_occidentalis","Corfu_WA",235,"M","NatVar","6/21/89",2,1238,"C",2.656,3,0.188,0.104,0.215,0.384,0.153,0.52,-0.047,0.57,0.646,0.52,0.527,0.676,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",235,"M","NatVar","6/21/89",2,1238,"C",2.656,3,0.188,0.104,0.215,0.384,0.153,0.52,-0.047,0.57,0.646,0.52,0.527,0.676,"Corfu.NatVar.1989",2,175
"Pontia_occidentalis","Corfu_WA",57,"F","NatVar","6/21/89",1,1207,"F",2.518,3,0.278,0.075,0.171,0.463,0.136,0.76,0.299,0.639,0.641,0.537,0.615,0.548,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",232,"M","NatVar","6/21/89",2,1226,"F",2.514,2,0.215,0.16,0.213,0.468,0.158,0.587,-0.052,0.621,0.629,0.485,0.435,0.601,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",295,"F","NatVar","6/21/89",2,1230,"O",2.847,3,0.543,0.105,0.259,0.409,0.269,0.703,0.281,0.791,0.785,0.593,0.749,0.813,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",301,"M","NatVar","6/21/89",1,1255,"F",2.476,3,0.277,0.091,0.152,0.411,0.12,0.779,0.301,0.679,0.776,0.587,0.629,0.556,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",294,"M","NatVar","6/21/89",1,1229,"N",2.459,2,0.215,0.083,0.281,0.406,0.119,0.827,0.494,0.789,0.562,0.423,0.377,0.587,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",302,"F","NatVar","6/21/89",1,1258,"N",2.596,1,0.394,0.091,0.264,0.565,0.278,0.909,0.398,0.783,0.673,0.523,0.686,0.687,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",98,"M","NatVar","6/21/89",1,1109,"F",2.459,2,0.235,0.084,0.239,0.363,0.152,0.553,0.134,0.584,0.446,0.178,0.329,0.364,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",96,"M","NatVar","6/21/89",2,1105,"F",2.439,2,0.217,0.074,0.19,0.318,0.117,0.789,0.154,0.634,0.563,0.357,0.296,0.469,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",95,"M","NatVar","6/21/89",1,1103,"F",2.421,2,0.256,0.074,0.119,0.466,0.167,0.642,0.106,0.655,0.488,0.342,0.351,0.454,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",95,"M","NatVar","6/21/89",1,1103,"F",2.421,2,0.256,0.074,0.119,0.466,0.167,0.642,0.106,0.655,0.488,0.342,0.351,0.454,"Corfu.NatVar.1989",2,174
"Pontia_occidentalis","Corfu_WA",118,"F","NatVar","6/21/89",1,1156,"N",2.428,2,0.342,0.078,0.255,0.334,0.15,0.469,-0.185,0.46,0.539,0.404,0.398,0.474,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",118,"F","NatVar","6/21/89",1,1156,"N",2.428,2,0.342,0.078,0.255,0.334,0.15,0.469,-0.185,0.46,0.539,0.404,0.398,0.474,"Corfu.NatVar.1989",2,174
"Pontia_occidentalis","Corfu_WA",109,"M","NatVar","6/21/89",1,1137,"F",2.334,2,0.29,0.058,0.246,0.331,0.183,0.892,-0.285,0.676,0.584,0.416,0.328,0.497,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",109,"M","NatVar","6/21/89",1,1137,"F",2.334,2,0.29,0.058,0.246,0.331,0.183,0.892,-0.285,0.676,0.584,0.416,0.328,0.497,"Corfu.NatVar.1989",2,173
"Pontia_occidentalis","Corfu_WA",297,"M","NatVar","6/21/89",2,1242,"F",2.428,2,0.162,0.185,0.185,0.447,0.142,0.769,0.304,0.716,0.613,0.41,0.413,0.492,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",297,"M","NatVar","6/21/89",2,1242,"F",2.428,2,0.162,0.185,0.185,0.447,0.142,0.769,0.304,0.716,0.613,0.41,0.413,0.492,"Corfu.NatVar.1989",2,174
"Pontia_occidentalis","Corfu_WA",297,"M","NatVar","6/21/89",2,1242,"F",2.428,2,0.162,0.185,0.185,0.447,0.142,0.769,0.304,0.716,0.613,0.41,0.413,0.492,"Corfu.NatVar.1989",3,177
"Pontia_occidentalis","Corfu_WA",101,"F","NatVar","6/21/89",2,1117,"O",2.511,3,0.529,0.259,0.262,0.464,0.271,0.762,0.528,0.748,0.683,0.625,0.602,0.677,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",113,"M","NatVar","6/21/89",1,1144,"F",2.287,3,0.23,0.197,0.194,0.337,0.202,0.407,0.157,0.5,0.687,0.443,0.518,0.503,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",113,"M","NatVar","6/21/89",1,1144,"F",2.287,3,0.23,0.197,0.194,0.337,0.202,0.407,0.157,0.5,0.687,0.443,0.518,0.503,"Corfu.NatVar.1989",2,173
"Pontia_occidentalis","Corfu_WA",105,"M","NatVar","6/21/89",1,1129,"F",2.234,2,0.168,0.2,0.242,0.36,0.094,0.569,0.186,0.422,0.546,0.36,0.43,0.555,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",105,"M","NatVar","6/21/89",1,1129,"F",2.234,2,0.168,0.2,0.242,0.36,0.094,0.569,0.186,0.422,0.546,0.36,0.43,0.555,"Corfu.NatVar.1989",2,173
"Pontia_occidentalis","Corfu_WA",112,"F","NatVar","6/21/89",1,1142,"M",2.467,3,0.279,0.227,0.292,0.403,0.238,0.744,0.267,0.533,0.461,0.317,0.415,0.505,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",112,"F","NatVar","6/21/89",1,1142,"M",2.467,3,0.279,0.227,0.292,0.403,0.238,0.744,0.267,0.533,0.461,0.317,0.415,0.505,"Corfu.NatVar.1989",2,174
"Pontia_occidentalis","Corfu_WA",112,"F","NatVar","6/21/89",1,1142,"M",2.467,3,0.279,0.227,0.292,0.403,0.238,0.744,0.267,0.533,0.461,0.317,0.415,0.505,"Corfu.NatVar.1989",3,175
"Pontia_occidentalis","Corfu_WA",111,"M","NatVar","6/21/89",1,1142,"M",2.319,1,0.157,0.169,0.231,0.392,0.165,0.688,0.112,0.611,0.387,0.276,0.365,0.528,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",81,"M","NatVar","6/21/89",1,1137,"R",2.425,2,0.225,0.217,0.239,0.374,0.172,0.701,0.231,0.633,0.67,0.413,0.717,0.717,"Corfu.NatVar.1989",1,172
"Pontia_occidentalis","Corfu_WA",261,"F","NatVar","6/21/89",1,1203,"F",2.296,3,0.419,0.173,0.179,0.349,0.242,0.735,0.555,0.725,0.783,0.686,0.603,0.62,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",71,"F","NatVar","6/21/89",1,1109,"O",2.423,2,0.244,0.248,0.263,0.439,0.26,0.796,0.309,0.671,0.682,0.614,0.672,0.773,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",85,"M","NatVar","6/21/89",2,1145,"F",2.122,2,0.154,0.144,0.127,0.35,0.086,0.7,0.248,0.666,0.665,0.451,0.479,0.653,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",85,"M","NatVar","6/21/89",2,1145,"F",2.122,2,0.154,0.144,0.127,0.35,0.086,0.7,0.248,0.666,0.665,0.451,0.479,0.653,"Corfu.NatVar.1989",2,174
"Pontia_occidentalis","Corfu_WA",79,"M","NatVar","6/21/89",1,1132,"F",2.391,2,0.181,0.13,0.152,0.359,0.187,0.59,0.226,0.731,0.652,0.499,0.555,0.5,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",79,"M","NatVar","6/21/89",1,1132,"F",2.391,2,0.181,0.13,0.152,0.359,0.187,0.59,0.226,0.731,0.652,0.499,0.555,0.5,"Corfu.NatVar.1989",2,174
"Pontia_occidentalis","Corfu_WA",278,"M","NatVar","6/21/89",1,1300,"F",2.365,1,0.223,0.171,0.175,0.299,0.081,0.75,0.173,0.531,0.468,0.31,0.279,0.493,"Corfu.NatVar.1989",1,173
"Pontia_occidentalis","Corfu_WA",278,"M","NatVar","6/21/89",1,1300,"F",2.365,1,0.223,0.171,0.175,0.299,0.081,0.75,0.173,0.531,0.468,0.31,0.279,0.493,"Corfu.NatVar.1989",2,175
