RECNUM,SPECIES,SITE,ID,SEX,TREAT,FWL,BUT_WT,WTDBUT_WT,REL_DATE,COND_0,RECAP_DATE,NRECAP,BEH,TIME,WEAR,NOTEBOOK
643,Pontia_occidentalis,Corfu_WA,310,M,CTL,2.4,78,73,1994-06-10,2,163,5,B,8.47,NA,Corfu.Weighted.1994
644,Pontia_occidentalis,Corfu_WA,313,M,WTD,2.3,75,88,1994-06-10,1,162,1,F,10.93,NA,Corfu.Weighted.1994
645,Pontia_occidentalis,Corfu_WA,314,M,CTL,2.3,56,56,1994-06-10,1,162,1,F,11.45,NA,Corfu.Weighted.1994
646,Pontia_occidentalis,Corfu_WA,314,M,CTL,2.3,56,56,1994-06-10,1,163,2,F,9.95,NA,Corfu.Weighted.1994
647,Pontia_occidentalis,Corfu_WA,316,M,CTL,2.6,82,73,1994-06-10,2,162,1,S,9.42,NA,Corfu.Weighted.1994
648,Pontia_occidentalis,Corfu_WA,318,M,CTL,2.2,73,70,1994-06-10,2,162,1,B,9.72,NA,Corfu.Weighted.1994
649,Pontia_occidentalis,Corfu_WA,318,M,CTL,2.2,73,70,1994-06-10,2,162,2,R,11.25,NA,Corfu.Weighted.1994
650,Pontia_occidentalis,Corfu_WA,321,M,WTD,2.4,72,81,1994-06-10,3,162,1,R,9.3,NA,Corfu.Weighted.1994
651,Pontia_occidentalis,Corfu_WA,323,M,WTD,2.3,75,100,1994-06-10,1,162,1,B,9.75,NA,Corfu.Weighted.1994
652,Pontia_occidentalis,Corfu_WA,323,M,WTD,2.3,75,100,1994-06-10,1,162,2,F,11,NA,Corfu.Weighted.1994
653,Pontia_occidentalis,Corfu_WA,323,M,WTD,2.3,75,100,1994-06-10,1,163,3,F,9.95,NA,Corfu.Weighted.1994
654,Pontia_occidentalis,Corfu_WA,323,M,WTD,2.3,75,100,1994-06-10,1,163,4,F,11,NA,Corfu.Weighted.1994
655,Pontia_occidentalis,Corfu_WA,323,M,WTD,2.3,75,100,1994-06-10,1,163,5,F,12.92,NA,Corfu.Weighted.1994
656,Pontia_occidentalis,Corfu_WA,325,M,WTD,2.4,71,76,1994-06-10,1,162,1,B,8.22,NA,Corfu.Weighted.1994
657,Pontia_occidentalis,Corfu_WA,328,M,CTL,2.5,70,62,1994-06-11,1,163,1,F,11.07,NA,Corfu.Weighted.1994
658,Pontia_occidentalis,Corfu_WA,329,M,WTD,2.4,72,75,1994-06-11,2,163,1,F,8.42,NA,Corfu.Weighted.1994
659,Pontia_occidentalis,Corfu_WA,329,M,WTD,2.4,72,75,1994-06-11,2,163,2,F,9.02,NA,Corfu.Weighted.1994
660,Pontia_occidentalis,Corfu_WA,329,M,WTD,2.4,72,75,1994-06-11,2,163,3,F,9.58,NA,Corfu.Weighted.1994
661,Pontia_occidentalis,Corfu_WA,329,M,WTD,2.4,72,75,1994-06-11,2,166,4,F,9.7,NA,Corfu.Weighted.1994
662,Pontia_occidentalis,Corfu_WA,329,M,WTD,2.4,72,75,1994-06-11,2,167,5,B,9.78,NA,Corfu.Weighted.1994
663,Pontia_occidentalis,Corfu_WA,330,M,CTL,2.6,89,81,1994-06-11,2,163,1,N,11,NA,Corfu.Weighted.1994
664,Pontia_occidentalis,Corfu_WA,330,M,CTL,2.6,89,81,1994-06-11,2,166,2,N,12.43,NA,Corfu.Weighted.1994
665,Pontia_occidentalis,Corfu_WA,331,M,WTD,2.4,71,80,1994-06-11,1,163,1,B,8.55,NA,Corfu.Weighted.1994
666,Pontia_occidentalis,Corfu_WA,331,M,WTD,2.4,71,80,1994-06-11,1,163,2,F,9.73,NA,Corfu.Weighted.1994
667,Pontia_occidentalis,Corfu_WA,331,M,WTD,2.4,71,80,1994-06-11,1,163,3,F,11.13,NA,Corfu.Weighted.1994
668,Pontia_occidentalis,Corfu_WA,332,M,CTL,2.3,69,64,1994-06-11,1,163,1,F,8.73,NA,Corfu.Weighted.1994
669,Pontia_occidentalis,Corfu_WA,333,M,WTD,2.3,62,73,1994-06-11,1,163,1,F,9.77,NA,Corfu.Weighted.1994
670,Pontia_occidentalis,Corfu_WA,335,M,WTD,2.3,86,94,1994-06-11,1,163,1,N,9,NA,Corfu.Weighted.1994
671,Pontia_occidentalis,Corfu_WA,343,M,WTD,2.4,68,76,1994-06-11,2,163,1,F,11,NA,Corfu.Weighted.1994
672,Pontia_occidentalis,Corfu_WA,343,M,WTD,2.4,68,76,1994-06-11,2,163,2,F,12,NA,Corfu.Weighted.1994
673,Pontia_occidentalis,Corfu_WA,345,M,WTD,2.4,92,99,1994-06-11,1,163,1,F,11.95,NA,Corfu.Weighted.1994
674,Pontia_occidentalis,Corfu_WA,353,M,WTD,2.5,74,84,1994-06-11,1,163,1,R,9.92,NA,Corfu.Weighted.1994
675,Pontia_occidentalis,Corfu_WA,353,M,WTD,2.5,74,84,1994-06-11,1,163,2,S,11.27,NA,Corfu.Weighted.1994
676,Pontia_occidentalis,Corfu_WA,353,M,WTD,2.5,74,84,1994-06-11,1,166,3,F,9.27,NA,Corfu.Weighted.1994
677,Pontia_occidentalis,Corfu_WA,353,M,WTD,2.5,74,84,1994-06-11,1,167,4,B,8.75,NA,Corfu.Weighted.1994
678,Pontia_occidentalis,Corfu_WA,356,M,CTL,2.4,88,79,1994-06-11,1,163,1,B,9,NA,Corfu.Weighted.1994
679,Pontia_occidentalis,Corfu_WA,356,M,CTL,2.4,88,79,1994-06-11,1,166,2,N,11.03,NA,Corfu.Weighted.1994
680,Pontia_occidentalis,Corfu_WA,361,M,WTD,2.3,68,80,1994-06-11,3,163,1,F,11.48,NA,Corfu.Weighted.1994
681,Pontia_occidentalis,Corfu_WA,363,M,WTD,2.5,70,80,1994-06-11,1,163,1,R,8.28,NA,Corfu.Weighted.1994
682,Pontia_occidentalis,Corfu_WA,364,M,CTL,2.4,87,82,1994-06-11,1,163,1,F,11.47,NA,Corfu.Weighted.1994
683,Pontia_occidentalis,Corfu_WA,364,M,CTL,2.4,87,82,1994-06-11,1,166,2,N,9.1,NA,Corfu.Weighted.1994
684,Pontia_occidentalis,Corfu_WA,364,M,CTL,2.4,87,82,1994-06-11,1,166,3,F,9.57,NA,Corfu.Weighted.1994
685,Pontia_occidentalis,Corfu_WA,364,M,CTL,2.4,87,82,1994-06-11,1,166,4,R,10.15,NA,Corfu.Weighted.1994
686,Pontia_occidentalis,Corfu_WA,364,M,CTL,2.4,87,82,1994-06-11,1,166,5,F,10.92,NA,Corfu.Weighted.1994
687,Pontia_occidentalis,Corfu_WA,364,M,CTL,2.4,87,82,1994-06-11,1,166,6,F,12.88,NA,Corfu.Weighted.1994
688,Pontia_occidentalis,Corfu_WA,364,M,CTL,2.4,87,82,1994-06-11,1,167,7,F,9.18,NA,Corfu.Weighted.1994
689,Pontia_occidentalis,Corfu_WA,369,M,WTD,2.5,67,75,1994-06-11,1,163,1,B,8.5,NA,Corfu.Weighted.1994
690,Pontia_occidentalis,Corfu_WA,369,M,WTD,2.5,67,75,1994-06-11,1,163,2,F,11,NA,Corfu.Weighted.1994
691,Pontia_occidentalis,Corfu_WA,369,M,WTD,2.5,67,75,1994-06-11,1,163,3,F,12.93,NA,Corfu.Weighted.1994
692,Pontia_occidentalis,Corfu_WA,374,M,CTL,2.4,69,66,1994-06-11,1,163,1,B,8.78,NA,Corfu.Weighted.1994
693,Pontia_occidentalis,Corfu_WA,376,M,CTL,2.3,71,67,1994-06-11,1,163,1,F,8.72,NA,Corfu.Weighted.1994
694,Pontia_occidentalis,Corfu_WA,376,M,CTL,2.3,71,67,1994-06-11,1,163,2,F,8.88,NA,Corfu.Weighted.1994
695,Pontia_occidentalis,Corfu_WA,376,M,CTL,2.3,71,67,1994-06-11,1,163,3,N,12.17,NA,Corfu.Weighted.1994
696,Pontia_occidentalis,Corfu_WA,376,M,CTL,2.3,71,67,1994-06-11,1,164,4,B,11,NA,Corfu.Weighted.1994
697,Pontia_occidentalis,Corfu_WA,376,M,CTL,2.3,71,67,1994-06-11,1,167,5,B,8.68,NA,Corfu.Weighted.1994
698,Pontia_occidentalis,Corfu_WA,380,M,CTL,2.5,78,72,1994-06-11,1,163,1,F,8.75,NA,Corfu.Weighted.1994
699,Pontia_occidentalis,Corfu_WA,380,M,CTL,2.5,78,72,1994-06-11,1,163,2,F,10.02,NA,Corfu.Weighted.1994
700,Pontia_occidentalis,Corfu_WA,380,M,CTL,2.5,78,72,1994-06-11,1,163,3,N,11,NA,Corfu.Weighted.1994
701,Pontia_occidentalis,Corfu_WA,380,M,CTL,2.5,78,72,1994-06-11,1,163,4,F,12.98,NA,Corfu.Weighted.1994
702,Pontia_occidentalis,Corfu_WA,380,M,CTL,2.5,78,72,1994-06-11,1,166,5,N,12.88,NA,Corfu.Weighted.1994
703,Pontia_occidentalis,Corfu_WA,380,M,CTL,2.5,78,72,1994-06-11,1,166,6,N,13.75,NA,Corfu.Weighted.1994
704,Pontia_occidentalis,Corfu_WA,382,M,CTL,2.5,84,77,1994-06-11,1,163,1,N,11,NA,Corfu.Weighted.1994
705,Pontia_occidentalis,Corfu_WA,386,F,CTL,2.5,79,81,1994-06-11,1,163,1,S,8.25,NA,Corfu.Weighted.1994
706,Pontia_occidentalis,Corfu_WA,386,F,CTL,2.5,79,81,1994-06-11,1,163,2,S,8.6,NA,Corfu.Weighted.1994
707,Pontia_occidentalis,Corfu_WA,390,F,CTL,2.7,106,99,1994-06-11,1,163,1,R,8.58,NA,Corfu.Weighted.1994
708,Pontia_occidentalis,Corfu_WA,392,F,CTL,2.6,99,93,1994-06-11,1,163,1,S,8.17,NA,Corfu.Weighted.1994
709,Pontia_occidentalis,Corfu_WA,394,F,CTL,2.5,73,71,1994-06-11,1,163,1,F,8.52,NA,Corfu.Weighted.1994
710,Pontia_occidentalis,Corfu_WA,394,F,CTL,2.5,73,71,1994-06-11,1,163,2,N,9,NA,Corfu.Weighted.1994
711,Pontia_occidentalis,Corfu_WA,395,F,WTD,2.5,76,88,1994-06-11,1,163,1,F,9.65,NA,Corfu.Weighted.1994
712,Pontia_occidentalis,Corfu_WA,404,F,CTL,2.5,82,81,1994-06-11,1,163,1,N,9,NA,Corfu.Weighted.1994
713,Pontia_occidentalis,Corfu_WA,406,F,CTL,2.6,91,90,1994-06-11,1,163,1,S,8.78,NA,Corfu.Weighted.1994
714,Pontia_occidentalis,Corfu_WA,408,F,CTL,2.7,81,82,1994-06-11,2,163,1,N,8.92,NA,Corfu.Weighted.1994
715,Pontia_occidentalis,Corfu_WA,410,F,CTL,2.6,89,79,1994-06-11,1,163,1,N,12.8,NA,Corfu.Weighted.1994
716,Pontia_occidentalis,Corfu_WA,410,F,CTL,2.6,89,79,1994-06-11,1,166,2,N,10.47,NA,Corfu.Weighted.1994
717,Pontia_occidentalis,Corfu_WA,412,F,CTL,2.5,86,82,1994-06-11,2,163,1,S,8.23,NA,Corfu.Weighted.1994
718,Pontia_occidentalis,Corfu_WA,412,F,CTL,2.5,86,82,1994-06-11,2,163,2,F,9.17,NA,Corfu.Weighted.1994
719,Pontia_occidentalis,Corfu_WA,414,F,CTL,2.5,86,82,1994-06-11,1,163,1,B,8.57,NA,Corfu.Weighted.1994
720,Pontia_occidentalis,Corfu_WA,415,F,WTD,2.5,78,85,1994-06-11,2,163,1,S,8.53,NA,Corfu.Weighted.1994
721,Pontia_occidentalis,Corfu_WA,415,F,WTD,2.5,78,85,1994-06-11,2,163,2,F,8.75,NA,Corfu.Weighted.1994
722,Pontia_occidentalis,Corfu_WA,416,F,CTL,2.5,112,96,1994-06-11,1,163,1,S,8.3,NA,Corfu.Weighted.1994
723,Pontia_occidentalis,Corfu_WA,417,F,WTD,2.4,99,110,1994-06-11,1,163,1,N,9.5,NA,Corfu.Weighted.1994
724,Pontia_occidentalis,Corfu_WA,417,F,WTD,2.4,99,110,1994-06-11,1,163,2,N,11,NA,Corfu.Weighted.1994
725,Pontia_occidentalis,Corfu_WA,417,F,WTD,2.4,99,110,1994-06-11,1,163,3,F,12.93,NA,Corfu.Weighted.1994
726,Pontia_occidentalis,Corfu_WA,418,F,CTL,2.4,91,85,1994-06-11,1,163,1,F,8.67,NA,Corfu.Weighted.1994
727,Pontia_occidentalis,Corfu_WA,418,F,CTL,2.4,91,85,1994-06-11,1,163,2,N,11.3,NA,Corfu.Weighted.1994
728,Pontia_occidentalis,Corfu_WA,419,F,WTD,2.5,88,98,1994-06-11,1,163,1,B,8.82,NA,Corfu.Weighted.1994
729,Pontia_occidentalis,Corfu_WA,419,F,WTD,2.5,88,98,1994-06-11,1,163,2,S,8.98,NA,Corfu.Weighted.1994
730,Pontia_occidentalis,Corfu_WA,419,F,WTD,2.5,88,98,1994-06-11,1,163,3,F,11.42,NA,Corfu.Weighted.1994
731,Pontia_occidentalis,Corfu_WA,421,F,WTD,2.4,84,97,1994-06-11,1,163,1,F,11.83,NA,Corfu.Weighted.1994
732,Pontia_occidentalis,Corfu_WA,421,F,WTD,2.4,84,97,1994-06-11,1,163,2,N,12,NA,Corfu.Weighted.1994
733,Pontia_occidentalis,Corfu_WA,424,F,CTL,2.5,79,76,1994-06-11,1,163,1,N,11,NA,Corfu.Weighted.1994
734,Pontia_occidentalis,Corfu_WA,425,F,WTD,2.7,75,97,1994-06-11,1,163,1,N,11,NA,Corfu.Weighted.1994
735,Pontia_occidentalis,Corfu_WA,428,F,CTL,2.5,76,73,1994-06-11,1,163,1,F,9.02,NA,Corfu.Weighted.1994
736,Pontia_occidentalis,Corfu_WA,430,F,CTL,2.4,73,67,1994-06-11,1,163,1,F,11,NA,Corfu.Weighted.1994
737,Pontia_occidentalis,Corfu_WA,432,F,CTL,2.5,90,86,1994-06-11,3,163,1,F,9.08,NA,Corfu.Weighted.1994
738,Pontia_occidentalis,Corfu_WA,434,F,CTL,2.4,84,81,1994-06-11,1,163,1,B,8.42,NA,Corfu.Weighted.1994
739,Pontia_occidentalis,Corfu_WA,434,F,CTL,2.4,84,81,1994-06-11,1,163,2,F,9.02,NA,Corfu.Weighted.1994
740,Pontia_occidentalis,Corfu_WA,436,F,CTL,2.4,97,93,1994-06-11,1,163,1,B,8.38,NA,Corfu.Weighted.1994
741,Pontia_occidentalis,Corfu_WA,646,F,CTL,2.3,104,103,1994-06-10,3,162,1,F,8.3,NA,Corfu.Weighted.1994
742,Pontia_occidentalis,Corfu_WA,646,F,CTL,2.3,104,103,1994-06-10,3,162,2,B,9.4,NA,Corfu.Weighted.1994
743,Pontia_occidentalis,Corfu_WA,646,F,CTL,2.3,104,103,1994-06-10,3,162,3,N,11.92,NA,Corfu.Weighted.1994
744,Pontia_occidentalis,Corfu_WA,646,F,CTL,2.3,104,103,1994-06-10,3,163,4,F,9.08,NA,Corfu.Weighted.1994
745,Pontia_occidentalis,Corfu_WA,646,F,CTL,2.3,104,103,1994-06-10,3,163,5,F,9.33,NA,Corfu.Weighted.1994
746,Pontia_occidentalis,Corfu_WA,646,F,CTL,2.3,104,103,1994-06-10,3,163,6,N,9.98,NA,Corfu.Weighted.1994
