RECNUM,SPECIES,SITE,ID,SEX,TREAT,FWL,BUT_WT,WTDBUT_WT,REL_DATE,COND_0,RECAP_DATE,NRECAP,BEH,TIME,WEAR,NOTEBOOK
340,Pontia_occidentalis,Corfu_WA,389,F,U,2.6,111,110,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
341,Pontia_occidentalis,Corfu_WA,390,F,CTL,2.5,107,105,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
342,Pontia_occidentalis,Corfu_WA,391,F,U,2.7,116,115,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
343,Pontia_occidentalis,Corfu_WA,392,M,CTL,2.4,78,77,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
344,Pontia_occidentalis,Corfu_WA,393,F,U,2.5,103,100,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
345,Pontia_occidentalis,Corfu_WA,394,M,CTL,2.5,78,76,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
346,Pontia_occidentalis,Corfu_WA,395,F,U,2.4,78,76,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
347,Pontia_occidentalis,Corfu_WA,396,M,CTL,2.4,65,61,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
348,Pontia_occidentalis,Corfu_WA,397,F,U,2.6,107,104,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
349,Pontia_occidentalis,Corfu_WA,398,M,CTL,2.3,85,84,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
350,Pontia_occidentalis,Corfu_WA,399,M,U,2.4,75,70,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
351,Pontia_occidentalis,Corfu_WA,400,M,CTL,2.4,88,80,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
352,Pontia_occidentalis,Corfu_WA,401,M,U,2.5,73,70,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
353,Pontia_occidentalis,Corfu_WA,402,M,CTL,2.2,63,60,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
354,Pontia_occidentalis,Corfu_WA,403,M,U,2.4,78,77,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
355,Pontia_occidentalis,Corfu_WA,404,M,CTL,2.5,67,63,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
356,Pontia_occidentalis,Corfu_WA,405,M,U,2.5,74,72,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
357,Pontia_occidentalis,Corfu_WA,406,M,CTL,2.5,69,63,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
358,Pontia_occidentalis,Corfu_WA,407,M,U,2.5,63,63,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
359,Pontia_occidentalis,Corfu_WA,408,M,CTL,2.3,65,63,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
360,Pontia_occidentalis,Corfu_WA,409,M,U,2.4,78,75,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
361,Pontia_occidentalis,Corfu_WA,410,M,CTL,2.4,73,71,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
362,Pontia_occidentalis,Corfu_WA,411,M,U,2.5,80,76,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
363,Pontia_occidentalis,Corfu_WA,412,M,CTL,2.5,85,82,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
364,Pontia_occidentalis,Corfu_WA,413,M,U,2.4,81,80,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
365,Pontia_occidentalis,Corfu_WA,414,M,CTL,2.5,85,83,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
366,Pontia_occidentalis,Corfu_WA,415,M,U,2.4,77,75,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
367,Pontia_occidentalis,Corfu_WA,416,M,CTL,2.4,80,76,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
368,Pontia_occidentalis,Corfu_WA,417,M,U,2.4,73,72,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
369,Pontia_occidentalis,Corfu_WA,418,M,CTL,2.3,61,59,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
370,Pontia_occidentalis,Corfu_WA,419,M,U,2.5,87,85,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
371,Pontia_occidentalis,Corfu_WA,420,M,CTL,2.3,69,67,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
372,Pontia_occidentalis,Corfu_WA,421,M,U,2.5,72,70,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
373,Pontia_occidentalis,Corfu_WA,422,M,CTL,2.5,79,72,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
374,Pontia_occidentalis,Corfu_WA,423,M,U,2.3,74,72,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
375,Pontia_occidentalis,Corfu_WA,424,M,CTL,2.6,93,88,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
376,Pontia_occidentalis,Corfu_WA,425,M,U,2.5,85,84,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
377,Pontia_occidentalis,Corfu_WA,426,M,CTL,2.5,86,85,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
378,Pontia_occidentalis,Corfu_WA,427,M,U,2.4,72,70,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
379,Pontia_occidentalis,Corfu_WA,428,F,CTL,2.6,97,94,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
380,Pontia_occidentalis,Corfu_WA,429,M,U,2.5,67,66,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
381,Pontia_occidentalis,Corfu_WA,430,F,CTL,2.5,102,103,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
382,Pontia_occidentalis,Corfu_WA,431,M,U,2.5,78,77,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
383,Pontia_occidentalis,Corfu_WA,432,F,CTL,2.6,103,100,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
384,Pontia_occidentalis,Corfu_WA,433,M,U,2.5,93,91,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
385,Pontia_occidentalis,Corfu_WA,434,F,CTL,2.5,107,109,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
386,Pontia_occidentalis,Corfu_WA,435,M,U,2.4,78,76,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
387,Pontia_occidentalis,Corfu_WA,436,F,CTL,2.4,116,111,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
388,Pontia_occidentalis,Corfu_WA,437,M,U,2.5,66,62,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
389,Pontia_occidentalis,Corfu_WA,438,F,CTL,2.5,116,113,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
390,Pontia_occidentalis,Corfu_WA,439,M,U,2.5,81,77,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
391,Pontia_occidentalis,Corfu_WA,440,F,CTL,2.7,217,217,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
392,Pontia_occidentalis,Corfu_WA,441,M,U,2.3,63,60,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
393,Pontia_occidentalis,Corfu_WA,442,F,CTL,2.4,89,89,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
394,Pontia_occidentalis,Corfu_WA,443,M,U,2.5,76,74,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
395,Pontia_occidentalis,Corfu_WA,444,F,CTL,2.5,93,92,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
396,Pontia_occidentalis,Corfu_WA,445,M,U,2.5,79,77,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
397,Pontia_occidentalis,Corfu_WA,446,F,CTL,2.5,NA,82,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
398,Pontia_occidentalis,Corfu_WA,447,M,U,2.4,65,61,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
399,Pontia_occidentalis,Corfu_WA,448,F,CTL,2.6,109,105,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
400,Pontia_occidentalis,Corfu_WA,449,M,U,2.4,56,53,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
401,Pontia_occidentalis,Corfu_WA,450,F,CTL,2.5,93,93,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
402,Pontia_occidentalis,Corfu_WA,451,M,U,2.4,78,75,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
403,Pontia_occidentalis,Corfu_WA,452,M,CTL,2.4,86,84,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
404,Pontia_occidentalis,Corfu_WA,453,M,U,2.5,72,71,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
405,Pontia_occidentalis,Corfu_WA,454,M,CTL,2.4,67,69,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
406,Pontia_occidentalis,Corfu_WA,455,M,U,2.5,75,72,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
407,Pontia_occidentalis,Corfu_WA,456,M,CTL,2.4,74,76,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
408,Pontia_occidentalis,Corfu_WA,457,M,U,2.5,80,81,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
409,Pontia_occidentalis,Corfu_WA,458,M,CTL,2.4,82,81,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
410,Pontia_occidentalis,Corfu_WA,459,M,U,2.4,83,81,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
411,Pontia_occidentalis,Corfu_WA,460,M,CTL,2.6,90,88,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
412,Pontia_occidentalis,Corfu_WA,461,M,U,2.5,71,69,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
413,Pontia_occidentalis,Corfu_WA,462,M,CTL,2.6,82,80,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
414,Pontia_occidentalis,Corfu_WA,463,M,U,2.5,81,80,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
415,Pontia_occidentalis,Corfu_WA,464,M,CTL,2.4,74,68,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
416,Pontia_occidentalis,Corfu_WA,465,M,U,2.4,71,69,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
417,Pontia_occidentalis,Corfu_WA,466,M,CTL,2.4,51,54,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
418,Pontia_occidentalis,Corfu_WA,467,F,U,2.5,114,113,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
419,Pontia_occidentalis,Corfu_WA,468,M,CTL,2.4,84,80,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
420,Pontia_occidentalis,Corfu_WA,469,F,U,2.4,88,88,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
421,Pontia_occidentalis,Corfu_WA,470,M,CTL,2.5,89,88,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
422,Pontia_occidentalis,Corfu_WA,471,F,U,2.6,107,107,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
423,Pontia_occidentalis,Corfu_WA,472,M,CTL,2.3,76,74,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
424,Pontia_occidentalis,Corfu_WA,473,F,U,2.6,128,128,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
425,Pontia_occidentalis,Corfu_WA,474,M,CTL,2.4,78,79,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
426,Pontia_occidentalis,Corfu_WA,475,F,U,2.5,88,88,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
427,Pontia_occidentalis,Corfu_WA,476,M,CTL,2.5,72,67,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
428,Pontia_occidentalis,Corfu_WA,477,F,U,2.5,95,95,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
429,Pontia_occidentalis,Corfu_WA,478,M,CTL,2.5,78,76,1995-05-19,4,139,0,NA,NA,NA,Corfu.Weighted.1995
430,Pontia_occidentalis,Corfu_WA,479,F,U,2.5,102,102,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
431,Pontia_occidentalis,Corfu_WA,480,M,CTL,2.4,66,61,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
432,Pontia_occidentalis,Corfu_WA,481,F,U,2.6,117,117,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
433,Pontia_occidentalis,Corfu_WA,482,M,CTL,2.4,65,62,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
434,Pontia_occidentalis,Corfu_WA,483,F,U,2.5,110,110,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
435,Pontia_occidentalis,Corfu_WA,484,M,CTL,2.3,77,75,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
436,Pontia_occidentalis,Corfu_WA,485,F,U,2.5,118,118,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
437,Pontia_occidentalis,Corfu_WA,486,M,CTL,2.4,87,86,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
438,Pontia_occidentalis,Corfu_WA,487,F,U,2.5,111,111,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
439,Pontia_occidentalis,Corfu_WA,489,F,U,2.3,73,73,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
440,Pontia_occidentalis,Corfu_WA,491,F,U,2.7,115,115,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
441,Pontia_occidentalis,Corfu_WA,493,F,U,2.7,89,89,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
442,Pontia_occidentalis,Corfu_WA,495,F,U,2.5,85,85,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
443,Pontia_occidentalis,Corfu_WA,497,F,U,2.5,101,101,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
444,Pontia_occidentalis,Corfu_WA,499,F,U,2.6,92,92,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
445,Pontia_occidentalis,Corfu_WA,500,F,CTL,2.6,107,107,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
446,Pontia_occidentalis,Corfu_WA,501,F,U,2.5,104,104,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
447,Pontia_occidentalis,Corfu_WA,502,F,CTL,2.6,115,115,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
448,Pontia_occidentalis,Corfu_WA,503,F,U,2.6,85,85,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
449,Pontia_occidentalis,Corfu_WA,504,F,CTL,2.7,124,120,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
450,Pontia_occidentalis,Corfu_WA,505,F,U,2.6,88,88,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
451,Pontia_occidentalis,Corfu_WA,506,F,CTL,2.4,72,73,1995-05-20,3,140,0,NA,NA,NA,Corfu.Weighted.1995
452,Pontia_occidentalis,Corfu_WA,507,F,U,2.4,85,85,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
453,Pontia_occidentalis,Corfu_WA,508,F,CTL,2.5,125,129,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
454,Pontia_occidentalis,Corfu_WA,509,F,U,2.5,114,114,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
455,Pontia_occidentalis,Corfu_WA,510,F,CTL,2.6,111,114,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
456,Pontia_occidentalis,Corfu_WA,511,F,U,2.5,103,103,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
457,Pontia_occidentalis,Corfu_WA,512,F,CTL,2.6,108,107,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
458,Pontia_occidentalis,Corfu_WA,513,F,U,2.6,113,113,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
459,Pontia_occidentalis,Corfu_WA,514,F,CTL,2.7,111,107,1995-05-20,3,140,0,NA,NA,NA,Corfu.Weighted.1995
460,Pontia_occidentalis,Corfu_WA,515,F,U,2.7,112,112,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
461,Pontia_occidentalis,Corfu_WA,516,F,CTL,2.7,120,117,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
462,Pontia_occidentalis,Corfu_WA,517,F,U,2.4,112,112,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
463,Pontia_occidentalis,Corfu_WA,518,F,CTL,2.6,123,122,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
464,Pontia_occidentalis,Corfu_WA,519,M,U,2.4,188,188,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
465,Pontia_occidentalis,Corfu_WA,520,F,CTL,2.7,129,129,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
466,Pontia_occidentalis,Corfu_WA,521,M,U,2.5,81,81,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
467,Pontia_occidentalis,Corfu_WA,522,M,CTL,2.5,87,87,1995-05-20,3,140,0,NA,NA,NA,Corfu.Weighted.1995
468,Pontia_occidentalis,Corfu_WA,523,M,U,2.4,80,80,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
469,Pontia_occidentalis,Corfu_WA,524,F,CTL,2.6,88,89,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
470,Pontia_occidentalis,Corfu_WA,525,M,U,2.4,60,60,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
471,Pontia_occidentalis,Corfu_WA,526,F,CTL,2.6,103,104,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
472,Pontia_occidentalis,Corfu_WA,527,M,U,2.5,71,71,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
473,Pontia_occidentalis,Corfu_WA,528,F,CTL,2.6,103,104,1995-05-20,3,140,0,NA,NA,NA,Corfu.Weighted.1995
474,Pontia_occidentalis,Corfu_WA,529,M,U,2.5,78,78,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
475,Pontia_occidentalis,Corfu_WA,530,M,CTL,2.4,NA,78,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
476,Pontia_occidentalis,Corfu_WA,531,M,U,2.3,50,50,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
477,Pontia_occidentalis,Corfu_WA,532,M,CTL,2.5,88,70,1995-05-20,3,140,0,NA,NA,NA,Corfu.Weighted.1995
478,Pontia_occidentalis,Corfu_WA,533,M,U,2.3,68,68,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
479,Pontia_occidentalis,Corfu_WA,534,M,CTL,2.6,78,92,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
480,Pontia_occidentalis,Corfu_WA,535,M,U,2.5,82,82,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
481,Pontia_occidentalis,Corfu_WA,536,M,CTL,2.5,84,82,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
482,Pontia_occidentalis,Corfu_WA,537,M,U,2.5,64,64,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
483,Pontia_occidentalis,Corfu_WA,538,M,CTL,2.4,52,52,1995-05-20,3,140,0,NA,NA,NA,Corfu.Weighted.1995
484,Pontia_occidentalis,Corfu_WA,539,M,U,2.5,75,75,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
485,Pontia_occidentalis,Corfu_WA,540,M,CTL,2.5,72,74,1995-05-20,3,140,0,NA,NA,NA,Corfu.Weighted.1995
486,Pontia_occidentalis,Corfu_WA,541,M,U,2.5,95,95,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
487,Pontia_occidentalis,Corfu_WA,542,M,CTL,2.5,92,92,1995-05-20,4,140,0,NA,NA,NA,Corfu.Weighted.1995
488,Pontia_occidentalis,Corfu_WA,543,M,U,2.3,65,65,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
489,Pontia_occidentalis,Corfu_WA,544,M,CTL,2.5,85,88,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
490,Pontia_occidentalis,Corfu_WA,545,M,U,2.4,76,76,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
491,Pontia_occidentalis,Corfu_WA,546,M,CTL,2.6,89,86,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
492,Pontia_occidentalis,Corfu_WA,547,M,U,2.4,87,87,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
493,Pontia_occidentalis,Corfu_WA,548,M,CTL,2.5,76,77,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
494,Pontia_occidentalis,Corfu_WA,549,M,U,2.5,79,79,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
495,Pontia_occidentalis,Corfu_WA,550,M,CTL,2.6,84,84,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
496,Pontia_occidentalis,Corfu_WA,551,M,U,2.4,82,82,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
497,Pontia_occidentalis,Corfu_WA,552,M,CTL,2.2,55,54,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
498,Pontia_occidentalis,Corfu_WA,553,M,U,2.4,84,84,1995-05-19,3,139,0,NA,NA,NA,Corfu.Weighted.1995
499,Pontia_occidentalis,Corfu_WA,554,M,CTL,2.5,80,84,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
500,Pontia_occidentalis,Corfu_WA,555,M,U,2.5,92,92,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
501,Pontia_occidentalis,Corfu_WA,556,M,CTL,2.5,58,59,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
502,Pontia_occidentalis,Corfu_WA,557,M,U,2.3,76,76,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
503,Pontia_occidentalis,Corfu_WA,558,M,CTL,2.5,71,70,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
504,Pontia_occidentalis,Corfu_WA,559,M,U,2.7,83,83,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
505,Pontia_occidentalis,Corfu_WA,561,M,U,2.5,92,92,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
506,Pontia_occidentalis,Corfu_WA,563,M,U,2.5,82,82,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
507,Pontia_occidentalis,Corfu_WA,567,M,U,2.4,82,82,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
508,Pontia_occidentalis,Corfu_WA,569,M,U,2.4,64,64,1995-05-19,1,139,0,NA,NA,NA,Corfu.Weighted.1995
509,Pontia_occidentalis,Corfu_WA,571,M,U,2.4,81,81,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
510,Pontia_occidentalis,Corfu_WA,573,M,U,2.4,73,73,1995-05-19,2,139,0,NA,NA,NA,Corfu.Weighted.1995
511,Pontia_occidentalis,Corfu_WA,575,F,U,2.3,98,98,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
512,Pontia_occidentalis,Corfu_WA,577,F,U,2.6,125,125,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
513,Pontia_occidentalis,Corfu_WA,579,F,U,2.6,125,125,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
514,Pontia_occidentalis,Corfu_WA,581,F,U,2.6,113,113,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
515,Pontia_occidentalis,Corfu_WA,583,F,U,2.6,125,125,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
516,Pontia_occidentalis,Corfu_WA,585,F,U,2.4,85,85,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
517,Pontia_occidentalis,Corfu_WA,587,F,U,2.5,69,69,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
518,Pontia_occidentalis,Corfu_WA,589,F,U,2.6,114,114,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
519,Pontia_occidentalis,Corfu_WA,591,F,U,2.6,112,112,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
520,Pontia_occidentalis,Corfu_WA,593,F,U,2.7,142,142,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
521,Pontia_occidentalis,Corfu_WA,595,F,U,2.9,132,132,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
522,Pontia_occidentalis,Corfu_WA,597,F,U,2.6,111,111,1995-05-20,3,140,0,NA,NA,NA,Corfu.Weighted.1995
523,Pontia_occidentalis,Corfu_WA,599,F,U,2.7,158,158,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
524,Pontia_occidentalis,Corfu_WA,601,F,U,2.5,111,111,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
525,Pontia_occidentalis,Corfu_WA,603,F,U,2.6,110,110,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
526,Pontia_occidentalis,Corfu_WA,605,F,U,2.5,92,92,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
527,Pontia_occidentalis,Corfu_WA,607,F,U,2.6,99,99,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
528,Pontia_occidentalis,Corfu_WA,609,F,U,2.4,81,81,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
529,Pontia_occidentalis,Corfu_WA,611,F,U,2.5,102,102,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
530,Pontia_occidentalis,Corfu_WA,613,F,U,2.6,99,99,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
531,Pontia_occidentalis,Corfu_WA,615,F,U,2.5,73,73,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
532,Pontia_occidentalis,Corfu_WA,617,F,U,2.6,87,87,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
533,Pontia_occidentalis,Corfu_WA,619,M,U,2.3,67,67,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
534,Pontia_occidentalis,Corfu_WA,621,M,U,2.2,74,74,1995-05-20,1,140,0,NA,NA,NA,Corfu.Weighted.1995
535,Pontia_occidentalis,Corfu_WA,623,M,U,2.2,57,57,1995-05-20,2,140,0,NA,NA,NA,Corfu.Weighted.1995
