RECNUM,SPECIES,SITE,ID,SEX,TREAT,FWL,BUT_WT,WTDBUT_WT,REL_DATE,COND_0,RECAP_DATE,NRECAP,BEH,TIME,WEAR,NOTEBOOK
147,Pontia_occidentalis,Corfu_WA,153,M,WTD,2.4,88,94,1995-05-16,2,136,0,NA,NA,NA,Corfu.Weighted.1995
148,Pontia_occidentalis,Corfu_WA,154,M,CTL,2.5,74,70,1995-05-16,2,136,0,NA,NA,NA,Corfu.Weighted.1995
149,Pontia_occidentalis,Corfu_WA,155,M,WTD,2.4,61,69,1995-05-16,3,136,0,NA,NA,NA,Corfu.Weighted.1995
150,Pontia_occidentalis,Corfu_WA,156,F,CTL,2.5,94,83,1995-05-16,3,136,0,NA,NA,NA,Corfu.Weighted.1995
151,Pontia_occidentalis,Corfu_WA,157,F,WTD,2.5,88,100,1995-05-16,2,136,0,NA,NA,NA,Corfu.Weighted.1995
152,Pontia_occidentalis,Corfu_WA,158,F,CTL,2.5,83,76,1995-05-16,3,136,0,NA,NA,NA,Corfu.Weighted.1995
153,Pontia_occidentalis,Corfu_WA,159,F,WTD,2.6,124,134,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
154,Pontia_occidentalis,Corfu_WA,160,F,CTL,2.4,90,83,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
155,Pontia_occidentalis,Corfu_WA,161,F,WTD,2.6,105,117,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
156,Pontia_occidentalis,Corfu_WA,162,F,CTL,2.4,62,56,1995-05-16,3,136,0,NA,NA,NA,Corfu.Weighted.1995
157,Pontia_occidentalis,Corfu_WA,163,F,WTD,2.5,107,117,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
158,Pontia_occidentalis,Corfu_WA,164,F,CTL,2.5,88,81,1995-05-16,2,136,0,NA,NA,NA,Corfu.Weighted.1995
159,Pontia_occidentalis,Corfu_WA,165,F,WTD,2.5,100,108,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
160,Pontia_occidentalis,Corfu_WA,166,F,CTL,2.5,147,139,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
161,Pontia_occidentalis,Corfu_WA,167,F,WTD,2.5,93,101,1995-05-16,4,136,0,NA,NA,NA,Corfu.Weighted.1995
162,Pontia_occidentalis,Corfu_WA,168,F,CTL,2.6,111,113,1995-05-16,2,136,0,NA,NA,NA,Corfu.Weighted.1995
163,Pontia_occidentalis,Corfu_WA,169,F,WTD,2.4,99,109,1995-05-16,2,136,0,NA,NA,NA,Corfu.Weighted.1995
164,Pontia_occidentalis,Corfu_WA,170,F,CTL,2.4,92,88,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
165,Pontia_occidentalis,Corfu_WA,171,F,WTD,2.7,116,123,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
166,Pontia_occidentalis,Corfu_WA,172,F,CTL,2.5,112,105,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
167,Pontia_occidentalis,Corfu_WA,173,F,WTD,2.5,107,115,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
168,Pontia_occidentalis,Corfu_WA,174,F,CTL,2.3,61,54,1995-05-16,2,136,0,NA,NA,NA,Corfu.Weighted.1995
169,Pontia_occidentalis,Corfu_WA,175,F,WTD,2.5,95,115,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
170,Pontia_occidentalis,Corfu_WA,176,F,CTL,2.5,111,104,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
171,Pontia_occidentalis,Corfu_WA,177,F,WTD,2.5,97,107,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
172,Pontia_occidentalis,Corfu_WA,178,F,CTL,2.5,91,86,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
173,Pontia_occidentalis,Corfu_WA,179,F,WTD,2.5,99,108,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
174,Pontia_occidentalis,Corfu_WA,180,F,CTL,2.5,107,104,1995-05-16,3,136,0,NA,NA,NA,Corfu.Weighted.1995
175,Pontia_occidentalis,Corfu_WA,181,F,WTD,2.4,90,96,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
176,Pontia_occidentalis,Corfu_WA,182,F,CTL,2.5,94,90,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
177,Pontia_occidentalis,Corfu_WA,183,F,WTD,2.4,100,110,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
178,Pontia_occidentalis,Corfu_WA,184,F,CTL,2.5,110,100,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
179,Pontia_occidentalis,Corfu_WA,185,F,WTD,2.5,110,122,1995-05-16,2,136,0,NA,NA,NA,Corfu.Weighted.1995
180,Pontia_occidentalis,Corfu_WA,186,F,CTL,2.6,93,88,1995-05-16,1,136,0,NA,NA,NA,Corfu.Weighted.1995
181,Pontia_occidentalis,Corfu_WA,187,M,WTD,2.3,67,73,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
182,Pontia_occidentalis,Corfu_WA,188,M,CTL,2.4,70,68,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
183,Pontia_occidentalis,Corfu_WA,189,M,WTD,2.4,85,93,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
184,Pontia_occidentalis,Corfu_WA,190,M,CTL,2.5,82,81,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
185,Pontia_occidentalis,Corfu_WA,191,M,WTD,2.5,79,86,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
186,Pontia_occidentalis,Corfu_WA,192,M,CTL,2.5,87,81,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
187,Pontia_occidentalis,Corfu_WA,193,M,WTD,2.5,78,84,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
188,Pontia_occidentalis,Corfu_WA,194,M,CTL,2.4,70,72,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
189,Pontia_occidentalis,Corfu_WA,195,M,WTD,2.7,63,69,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
190,Pontia_occidentalis,Corfu_WA,196,M,CTL,2.4,70,71,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
191,Pontia_occidentalis,Corfu_WA,197,M,WTD,2.4,70,76,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
192,Pontia_occidentalis,Corfu_WA,198,M,CTL,2.5,72,70,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
193,Pontia_occidentalis,Corfu_WA,199,M,WTD,2.4,79,91,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
194,Pontia_occidentalis,Corfu_WA,200,M,CTL,2.5,89,90,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
195,Pontia_occidentalis,Corfu_WA,201,M,WTD,2.5,83,93,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
196,Pontia_occidentalis,Corfu_WA,202,M,CTL,2.5,83,80,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
197,Pontia_occidentalis,Corfu_WA,203,M,WTD,2.5,81,92,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
198,Pontia_occidentalis,Corfu_WA,204,M,CTL,2.4,69,66,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
199,Pontia_occidentalis,Corfu_WA,205,M,WTD,2.4,77,89,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
200,Pontia_occidentalis,Corfu_WA,206,M,CTL,2.5,75,75,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
201,Pontia_occidentalis,Corfu_WA,207,M,WTD,2.4,75,84,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
202,Pontia_occidentalis,Corfu_WA,208,M,CTL,2.3,62,60,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
203,Pontia_occidentalis,Corfu_WA,209,M,WTD,2.3,62,71,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
204,Pontia_occidentalis,Corfu_WA,210,M,CTL,2.5,76,74,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
205,Pontia_occidentalis,Corfu_WA,211,M,WTD,2.4,67,75,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
206,Pontia_occidentalis,Corfu_WA,212,M,CTL,2.4,71,67,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
207,Pontia_occidentalis,Corfu_WA,213,M,WTD,2.4,73,80,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
208,Pontia_occidentalis,Corfu_WA,214,M,CTL,2.3,64,58,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
209,Pontia_occidentalis,Corfu_WA,215,M,WTD,2.6,85,94,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
210,Pontia_occidentalis,Corfu_WA,216,M,CTL,2.2,62,57,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
211,Pontia_occidentalis,Corfu_WA,217,M,WTD,2.3,68,77,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
212,Pontia_occidentalis,Corfu_WA,218,M,CTL,2.5,76,74,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
213,Pontia_occidentalis,Corfu_WA,220,M,CTL,2.4,73,71,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
214,Pontia_occidentalis,Corfu_WA,221,M,WTD,2.4,59,70,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
215,Pontia_occidentalis,Corfu_WA,222,M,CTL,2.4,72,71,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
216,Pontia_occidentalis,Corfu_WA,223,M,WTD,2.3,61,69,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
217,Pontia_occidentalis,Corfu_WA,224,M,CTL,2.5,75,75,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
218,Pontia_occidentalis,Corfu_WA,225,M,WTD,2.4,70,70,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
219,Pontia_occidentalis,Corfu_WA,226,M,CTL,2.4,81,80,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
220,Pontia_occidentalis,Corfu_WA,227,M,WTD,2.4,74,82,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
221,Pontia_occidentalis,Corfu_WA,228,F,CTL,2.4,72,72,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
222,Pontia_occidentalis,Corfu_WA,229,M,WTD,2.5,71,81,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
223,Pontia_occidentalis,Corfu_WA,230,F,CTL,2.4,92,90,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
224,Pontia_occidentalis,Corfu_WA,231,M,WTD,2.3,74,84,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
225,Pontia_occidentalis,Corfu_WA,232,F,CTL,2.5,108,104,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
226,Pontia_occidentalis,Corfu_WA,234,F,CTL,2.5,97,93,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
227,Pontia_occidentalis,Corfu_WA,235,M,WTD,2.4,73,75,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
228,Pontia_occidentalis,Corfu_WA,236,F,CTL,2.6,118,117,1995-05-17,4,137,0,NA,NA,NA,Corfu.Weighted.1995
229,Pontia_occidentalis,Corfu_WA,237,M,WTD,2.4,82,83,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
230,Pontia_occidentalis,Corfu_WA,238,F,CTL,2.6,120,115,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
231,Pontia_occidentalis,Corfu_WA,239,M,WTD,2.4,60,69,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
232,Pontia_occidentalis,Corfu_WA,240,F,CTL,2.6,116,107,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
233,Pontia_occidentalis,Corfu_WA,241,M,WTD,2.5,85,93,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
234,Pontia_occidentalis,Corfu_WA,242,F,CTL,2.6,117,112,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
235,Pontia_occidentalis,Corfu_WA,243,M,WTD,2.3,72,78,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
236,Pontia_occidentalis,Corfu_WA,244,F,CTL,2.4,88,81,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
237,Pontia_occidentalis,Corfu_WA,245,M,WTD,2.3,73,76,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
238,Pontia_occidentalis,Corfu_WA,246,F,CTL,2.5,98,94,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
239,Pontia_occidentalis,Corfu_WA,247,M,WTD,2.4,77,89,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
240,Pontia_occidentalis,Corfu_WA,248,F,CTL,2.5,96,92,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
241,Pontia_occidentalis,Corfu_WA,249,M,WTD,2.3,74,85,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
242,Pontia_occidentalis,Corfu_WA,250,F,CTL,2.6,112,109,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
243,Pontia_occidentalis,Corfu_WA,251,M,WTD,2.4,65,75,1995-05-17,4,137,0,NA,NA,NA,Corfu.Weighted.1995
244,Pontia_occidentalis,Corfu_WA,252,F,CTL,2.7,114,111,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
245,Pontia_occidentalis,Corfu_WA,253,M,WTD,2.4,71,75,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
246,Pontia_occidentalis,Corfu_WA,254,F,CTL,2.7,100,98,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
247,Pontia_occidentalis,Corfu_WA,255,M,WTD,2.6,74,84,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
248,Pontia_occidentalis,Corfu_WA,256,F,CTL,2.5,109,106,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
249,Pontia_occidentalis,Corfu_WA,257,M,WTD,2.3,54,66,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
250,Pontia_occidentalis,Corfu_WA,258,F,CTL,2.7,103,99,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
251,Pontia_occidentalis,Corfu_WA,259,M,WTD,2.5,78,83,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
252,Pontia_occidentalis,Corfu_WA,261,M,WTD,2.3,60,69,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
253,Pontia_occidentalis,Corfu_WA,263,M,WTD,2.4,57,69,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
254,Pontia_occidentalis,Corfu_WA,265,M,WTD,2.5,73,74,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
255,Pontia_occidentalis,Corfu_WA,267,M,WTD,2.4,69,77,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
256,Pontia_occidentalis,Corfu_WA,269,M,WTD,2.5,83,93,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
257,Pontia_occidentalis,Corfu_WA,271,M,WTD,2.5,92,98,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
258,Pontia_occidentalis,Corfu_WA,273,M,WTD,2.5,78,84,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
259,Pontia_occidentalis,Corfu_WA,275,M,WTD,2.5,70,76,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
260,Pontia_occidentalis,Corfu_WA,277,F,WTD,2.4,92,102,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
261,Pontia_occidentalis,Corfu_WA,279,F,WTD,2.6,97,113,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
262,Pontia_occidentalis,Corfu_WA,281,F,WTD,2.5,96,110,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
263,Pontia_occidentalis,Corfu_WA,283,F,WTD,2.6,105,116,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
264,Pontia_occidentalis,Corfu_WA,285,F,WTD,2.6,93,105,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
265,Pontia_occidentalis,Corfu_WA,287,F,WTD,2.7,97,111,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
266,Pontia_occidentalis,Corfu_WA,289,F,WTD,2.6,111,122,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
267,Pontia_occidentalis,Corfu_WA,291,F,WTD,2.6,118,128,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
268,Pontia_occidentalis,Corfu_WA,293,F,WTD,2.6,97,110,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
269,Pontia_occidentalis,Corfu_WA,295,F,WTD,2.5,105,117,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
270,Pontia_occidentalis,Corfu_WA,297,F,WTD,2.6,117,135,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
271,Pontia_occidentalis,Corfu_WA,299,F,WTD,2.7,104,117,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
272,Pontia_occidentalis,Corfu_WA,301,F,WTD,2.5,91,100,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
273,Pontia_occidentalis,Corfu_WA,303,F,WTD,2.5,74,88,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
274,Pontia_occidentalis,Corfu_WA,305,F,WTD,2.5,101,106,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
275,Pontia_occidentalis,Corfu_WA,307,F,WTD,2.4,97,109,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
276,Pontia_occidentalis,Corfu_WA,309,F,WTD,2.5,101,115,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
277,Pontia_occidentalis,Corfu_WA,311,F,WTD,2.5,91,105,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
278,Pontia_occidentalis,Corfu_WA,313,F,WTD,2.5,107,115,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
279,Pontia_occidentalis,Corfu_WA,315,F,WTD,2.4,88,103,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
280,Pontia_occidentalis,Corfu_WA,317,F,WTD,2.5,101,112,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
281,Pontia_occidentalis,Corfu_WA,319,F,WTD,2.5,105,120,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
282,Pontia_occidentalis,Corfu_WA,321,F,WTD,2.5,86,103,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
283,Pontia_occidentalis,Corfu_WA,323,F,WTD,2.5,114,126,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
284,Pontia_occidentalis,Corfu_WA,325,F,WTD,2.4,95,110,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
285,Pontia_occidentalis,Corfu_WA,326,M,CTL,2.5,86,85,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
286,Pontia_occidentalis,Corfu_WA,327,F,WTD,2.6,114,122,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
287,Pontia_occidentalis,Corfu_WA,329,F,WTD,2.5,97,110,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
288,Pontia_occidentalis,Corfu_WA,331,F,WTD,2.6,109,122,1995-05-17,3,137,0,NA,NA,NA,Corfu.Weighted.1995
289,Pontia_occidentalis,Corfu_WA,333,F,WTD,2.5,117,128,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
290,Pontia_occidentalis,Corfu_WA,335,F,WTD,2.4,93,105,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
291,Pontia_occidentalis,Corfu_WA,337,F,WTD,2.5,85,101,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
292,Pontia_occidentalis,Corfu_WA,339,F,WTD,2.7,104,115,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
293,Pontia_occidentalis,Corfu_WA,341,F,WTD,2.5,NA,119,1995-05-17,2,137,0,NA,NA,NA,Corfu.Weighted.1995
294,Pontia_occidentalis,Corfu_WA,343,F,WTD,2.5,83,97,1995-05-17,1,137,0,NA,NA,NA,Corfu.Weighted.1995
295,Pontia_occidentalis,Corfu_WA,344,F,CTL,2.5,100,98,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
296,Pontia_occidentalis,Corfu_WA,345,F,U,2.5,97,96,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
297,Pontia_occidentalis,Corfu_WA,346,F,CTL,2.5,105,102,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
298,Pontia_occidentalis,Corfu_WA,347,F,U,2.4,73,72,1995-05-18,4,138,0,NA,NA,NA,Corfu.Weighted.1995
299,Pontia_occidentalis,Corfu_WA,348,F,CTL,2.6,113,110,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
300,Pontia_occidentalis,Corfu_WA,349,F,U,2.5,85,86,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
301,Pontia_occidentalis,Corfu_WA,350,F,CTL,2.3,84,82,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
302,Pontia_occidentalis,Corfu_WA,351,F,U,2.3,76,75,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
303,Pontia_occidentalis,Corfu_WA,352,F,CTL,2.6,98,93,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
304,Pontia_occidentalis,Corfu_WA,353,F,U,2.4,94,96,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
305,Pontia_occidentalis,Corfu_WA,354,F,CTL,2.5,104,102,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
306,Pontia_occidentalis,Corfu_WA,355,F,U,2.6,117,118,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
307,Pontia_occidentalis,Corfu_WA,356,F,CTL,2.5,98,93,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
308,Pontia_occidentalis,Corfu_WA,357,F,U,2.5,93,91,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
309,Pontia_occidentalis,Corfu_WA,358,F,CTL,2.6,95,94,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
310,Pontia_occidentalis,Corfu_WA,359,F,U,2.5,105,103,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
311,Pontia_occidentalis,Corfu_WA,360,F,CTL,2.6,117,115,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
312,Pontia_occidentalis,Corfu_WA,361,F,U,2.5,117,113,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
313,Pontia_occidentalis,Corfu_WA,362,M,CTL,2.3,64,61,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
314,Pontia_occidentalis,Corfu_WA,363,F,U,2.5,104,102,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
315,Pontia_occidentalis,Corfu_WA,364,F,CTL,2.5,111,105,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
316,Pontia_occidentalis,Corfu_WA,365,F,U,2.4,89,88,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
317,Pontia_occidentalis,Corfu_WA,366,F,CTL,2.5,119,116,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
318,Pontia_occidentalis,Corfu_WA,367,F,U,2.5,89,86,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
319,Pontia_occidentalis,Corfu_WA,368,F,CTL,2.5,115,110,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
320,Pontia_occidentalis,Corfu_WA,369,F,U,2.5,116,115,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
321,Pontia_occidentalis,Corfu_WA,370,F,CTL,2.5,94,91,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
322,Pontia_occidentalis,Corfu_WA,371,F,U,2.5,95,94,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
323,Pontia_occidentalis,Corfu_WA,372,F,CTL,2.7,133,132,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
324,Pontia_occidentalis,Corfu_WA,373,F,U,2.5,110,108,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
325,Pontia_occidentalis,Corfu_WA,374,F,CTL,2.5,80,76,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
326,Pontia_occidentalis,Corfu_WA,375,F,U,2.8,137,135,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
327,Pontia_occidentalis,Corfu_WA,376,F,CTL,2.4,87,86,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
328,Pontia_occidentalis,Corfu_WA,377,F,U,2.5,95,95,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
329,Pontia_occidentalis,Corfu_WA,378,F,CTL,2.4,57,54,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
330,Pontia_occidentalis,Corfu_WA,379,F,U,2.6,128,127,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
331,Pontia_occidentalis,Corfu_WA,380,F,CTL,2.5,103,102,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
332,Pontia_occidentalis,Corfu_WA,381,F,U,2.5,94,93,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
333,Pontia_occidentalis,Corfu_WA,382,M,CTL,2.6,88,85,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
334,Pontia_occidentalis,Corfu_WA,383,F,U,2.5,100,99,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
335,Pontia_occidentalis,Corfu_WA,384,M,CTL,2.4,70,68,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
336,Pontia_occidentalis,Corfu_WA,385,F,U,2.5,145,145,1995-05-18,3,138,0,NA,NA,NA,Corfu.Weighted.1995
337,Pontia_occidentalis,Corfu_WA,386,M,CTL,2.3,NA,59,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
338,Pontia_occidentalis,Corfu_WA,387,F,U,2.4,104,102,1995-05-18,1,138,0,NA,NA,NA,Corfu.Weighted.1995
339,Pontia_occidentalis,Corfu_WA,388,M,CTL,2.3,53,50,1995-05-18,2,138,0,NA,NA,NA,Corfu.Weighted.1995
