"","SPECIES","SITE","ID","SEX","TREAT","FWL","REL_DATE","COND_0","RECAP_DATE","NRECAP","COND","BEH","TIME","NOTEBOOK"
"233","Pontia_occidentalis","Corfu_WA",14,"M","Y",2.6,1991-07-16,"2",200,8,"3","F","PM","Corfu.BY.1991_2"
"234","Pontia_occidentalis","Corfu_WA",14,"M","Y",2.6,1991-07-16,"2",201,9,"2","F","PM","Corfu.BY.1991_2"
"235","Pontia_occidentalis","Corfu_WA",14,"M","Y",2.6,1991-07-16,"2",201,10,"2","B","PM","Corfu.BY.1991_2"
"236","Pontia_occidentalis","Corfu_WA",16,"M","Y",2.4,1991-07-16,"2",198,1,"3","F","PM","Corfu.BY.1991_2"
"237","Pontia_occidentalis","Corfu_WA",23,"F","B",2.7,1991-07-16,"1",198,1,"2-3","R","PM","Corfu.BY.1991_2"
"238","Pontia_occidentalis","Corfu_WA",23,"F","B",2.7,1991-07-16,"1",199,2,"4","F","AM","Corfu.BY.1991_2"
"239","Pontia_occidentalis","Corfu_WA",23,"F","B",2.7,1991-07-16,"1",199,3,"3","F","AM","Corfu.BY.1991_2"
"240","Pontia_occidentalis","Corfu_WA",24,"M","Y",2.6,1991-07-16,"1",204,1,"2","B","PM","Corfu.BY.1991_2"
"241","Pontia_occidentalis","Corfu_WA",26,"F","Y",2.6,1991-07-17,"2",199,1,"1","F","PM","Corfu.BY.1991_2"
"242","Pontia_occidentalis","Corfu_WA",26,"F","Y",2.6,1991-07-17,"2",199,2,"2","N","PM","Corfu.BY.1991_2"
"243","Pontia_occidentalis","Corfu_WA",26,"F","Y",2.6,1991-07-17,"2",202,3,"3","O","AM","Corfu.BY.1991_2"
"244","Pontia_occidentalis","Corfu_WA",27,"M","B",2.6,1991-07-17,"3",199,1,"4","B","PM","Corfu.BY.1991_2"
"245","Pontia_occidentalis","Corfu_WA",28,"M","Y",2.5,1991-07-17,"3",199,1,"3","B","PM","Corfu.BY.1991_2"
"246","Pontia_occidentalis","Corfu_WA",29,"M","B",2.4,1991-07-17,"1",199,1,"2","F","PM","Corfu.BY.1991_2"
"247","Pontia_occidentalis","Corfu_WA",29,"M","B",2.4,1991-07-17,"1",199,2,"3","F","PM","Corfu.BY.1991_2"
"248","Pontia_occidentalis","Corfu_WA",30,"F","Y",2.3,1991-07-17,"3",199,1,"3","B","PM","Corfu.BY.1991_2"
"249","Pontia_occidentalis","Corfu_WA",31,"F","B",2.6,1991-07-17,"2",199,1,"2","B","PM","Corfu.BY.1991_2"
"250","Pontia_occidentalis","Corfu_WA",31,"F","B",2.6,1991-07-17,"2",199,2,"3","B","PM","Corfu.BY.1991_2"
"251","Pontia_occidentalis","Corfu_WA",34,"M","Y",2.5,1991-07-17,"3",199,1,"3","C","PM","Corfu.BY.1991_2"
"252","Pontia_occidentalis","Corfu_WA",34,"M","Y",2.5,1991-07-17,"3",200,2,"3","F","AM","Corfu.BY.1991_2"
"253","Pontia_occidentalis","Corfu_WA",34,"M","Y",2.5,1991-07-17,"3",200,3,"3","F","AM","Corfu.BY.1991_2"
"254","Pontia_occidentalis","Corfu_WA",35,"F","B",2.5,1991-07-17,"3",200,1,"3","O","PM","Corfu.BY.1991_2"
"255","Pontia_occidentalis","Corfu_WA",38,"M","Y",2.4,1991-07-17,"4",199,1,"4","B","PM","Corfu.BY.1991_2"
"256","Pontia_occidentalis","Corfu_WA",38,"M","Y",2.4,1991-07-17,"4",199,2,"3","F","PM","Corfu.BY.1991_2"
"257","Pontia_occidentalis","Corfu_WA",39,"F","B",2.6,1991-07-17,"3",200,1,"3","O","PM","Corfu.BY.1991_2"
"258","Pontia_occidentalis","Corfu_WA",39,"F","B",2.6,1991-07-17,"3",201,2,"3","B","AM","Corfu.BY.1991_2"
"259","Pontia_occidentalis","Corfu_WA",41,"M","B",2.6,1991-07-17,"3",199,1,"4","F","PM","Corfu.BY.1991_2"
"260","Pontia_occidentalis","Corfu_WA",41,"M","B",2.6,1991-07-17,"3",199,2,"4","B","PM","Corfu.BY.1991_2"
"261","Pontia_occidentalis","Corfu_WA",42,"M","Y",1.8,1991-07-17,"4",199,1,"4","B","PM","Corfu.BY.1991_2"
"262","Pontia_occidentalis","Corfu_WA",43,"M","B",2.3,1991-07-17,"3",199,1,"4","B","PM","Corfu.BY.1991_2"
"263","Pontia_occidentalis","Corfu_WA",44,"F","Y",2.6,1991-07-17,"3",201,1,"4(BM)","F","AM","Corfu.BY.1991_2"
"264","Pontia_occidentalis","Corfu_WA",45,"M","B",2.4,1991-07-17,"1",199,1,"2","F","PM","Corfu.BY.1991_2"
"265","Pontia_occidentalis","Corfu_WA",46,"F","Y",2.4,1991-07-17,"3",199,1,"3","N","PM","Corfu.BY.1991_2"
"266","Pontia_occidentalis","Corfu_WA",49,"M","B",2.5,1991-07-17,"2",199,1,"2","B","PM","Corfu.BY.1991_2"
"267","Pontia_occidentalis","Corfu_WA",49,"M","B",2.5,1991-07-17,"2",199,2,"2","F","PM","Corfu.BY.1991_2"
"268","Pontia_occidentalis","Corfu_WA",49,"M","B",2.5,1991-07-17,"2",200,3,"3","B","PM","Corfu.BY.1991_2"
"269","Pontia_occidentalis","Corfu_WA",49,"M","B",2.5,1991-07-17,"2",200,4,"5(BM)","C","AM","Corfu.BY.1991_2"
"270","Pontia_occidentalis","Corfu_WA",50,"M","Y",2.8,1991-07-17,"3",199,1,"3","B","PM","Corfu.BY.1991_2"
"271","Pontia_occidentalis","Corfu_WA",51,"M","B",2.5,1991-07-17,"2",200,1,"3","F","PM","Corfu.BY.1991_2"
"272","Pontia_occidentalis","Corfu_WA",53,"M","B",2.6,1991-07-17,"3",199,1,"2","F","AM","Corfu.BY.1991_2"
"273","Pontia_occidentalis","Corfu_WA",56,"M","Y",2.5,1991-07-17,"4",199,1,"4","R","PM","Corfu.BY.1991_2"
"274","Pontia_occidentalis","Corfu_WA",56,"M","B",2.5,1991-07-17,"4",199,2,"4(bm)","F","PM","Corfu.BY.1991_2"
"275","Pontia_occidentalis","Corfu_WA",57,"M","B",2.7,1991-07-17,"2",199,1,"2","F","PM","Corfu.BY.1991_2"
"276","Pontia_occidentalis","Corfu_WA",59,"M","B",2.3,1991-07-17,"3",199,1,"3","B","PM","Corfu.BY.1991_2"
"277","Pontia_occidentalis","Corfu_WA",59,"M","B",2.3,1991-07-17,"3",199,2,"2","B","PM","Corfu.BY.1991_2"
"278","Pontia_occidentalis","Corfu_WA",60,"M","Y",2.2,1991-07-17,"4",199,1,"4","B","PM","Corfu.BY.1991_2"
"279","Pontia_occidentalis","Corfu_WA",60,"M","Y",2.2,1991-07-17,"4",199,2,"4","B","PM","Corfu.BY.1991_2"
"280","Pontia_occidentalis","Corfu_WA",62,"M","Y",2.3,1991-07-17,"1",199,1,"1","B","PM","Corfu.BY.1991_2"
"281","Pontia_occidentalis","Corfu_WA",64,"M","Y",2.4,1991-07-17,"3B",199,1,"4","F","AM","Corfu.BY.1991_2"
"282","Pontia_occidentalis","Corfu_WA",64,"M","Y",2.4,1991-07-17,"3B",201,2,"4(BM)","F","AM","Corfu.BY.1991_2"
"283","Pontia_occidentalis","Corfu_WA",65,"M","Y",2.7,1991-07-17,"3",200,1,"3","B","PM","Corfu.BY.1991_2"
"284","Pontia_occidentalis","Corfu_WA",65,"M","Y",2.7,1991-07-17,"3",200,2,"4","F","AM","Corfu.BY.1991_2"
"285","Pontia_occidentalis","Corfu_WA",66,"M","Y",2.6,1991-07-17,"1",199,1,"2","F","PM","Corfu.BY.1991_2"
"286","Pontia_occidentalis","Corfu_WA",66,"M","Y",2.6,1991-07-17,"1",200,2,"3","F","AM","Corfu.BY.1991_2"
"287","Pontia_occidentalis","Corfu_WA",66,"M","Y",2.6,1991-07-17,"1",200,3,"3","M","PM","Corfu.BY.1991_2"
"288","Pontia_occidentalis","Corfu_WA",66,"M","Y",2.6,1991-07-17,"1",200,4,"2","F","PM","Corfu.BY.1991_2"
"289","Pontia_occidentalis","Corfu_WA",66,"M","Y",2.6,1991-07-17,"1",200,5,"2","F","PM","Corfu.BY.1991_2"
"290","Pontia_occidentalis","Corfu_WA",66,"M","Y",2.6,1991-07-17,"1",201,6,"3","F","PM","Corfu.BY.1991_2"
"291","Pontia_occidentalis","Corfu_WA",67,"M","B",2.5,1991-07-17,"2",199,1,"1","B","PM","Corfu.BY.1991_2"
"292","Pontia_occidentalis","Corfu_WA",67,"M","B",2.5,1991-07-17,"2",200,2,"3","F","PM","Corfu.BY.1991_2"
"293","Pontia_occidentalis","Corfu_WA",67,"M","B",2.5,1991-07-17,"2",200,3,"2","F","PM","Corfu.BY.1991_2"
"294","Pontia_occidentalis","Corfu_WA",68,"F","Y",2.5,1991-07-17,"3",199,1,"3","F","PM","Corfu.BY.1991_2"
"295","Pontia_occidentalis","Corfu_WA",69,"M","B",2.5,1991-07-17,"2",200,1,"3","B","PM","Corfu.BY.1991_2"
"296","Pontia_occidentalis","Corfu_WA",70,"M","Y",2.4,1991-07-17,"3",199,1,"4","B","PM","Corfu.BY.1991_2"
"297","Pontia_occidentalis","Corfu_WA",70,"M","Y",2.4,1991-07-17,"3",199,2,"3","B","PM","Corfu.BY.1991_2"
"298","Pontia_occidentalis","Corfu_WA",71,"F","B",2.6,1991-07-17,"2",199,1,"2","F","PM","Corfu.BY.1991_2"
"299","Pontia_occidentalis","Corfu_WA",73,"M","B",2.2,1991-07-17,"3",199,1,"3","B","PM","Corfu.BY.1991_2"
"300","Pontia_occidentalis","Corfu_WA",79,"M","B",2.5,1991-07-17,"4",201,1,"5(BM)","F","PM","Corfu.BY.1991_2"
"301","Pontia_occidentalis","Corfu_WA",79,"M","B",2.5,1991-07-17,"4",201,2,"4","N","PM","Corfu.BY.1991_2"
"302","Pontia_occidentalis","Corfu_WA",80,"F","Y",2.4,1991-07-17,"4",199,1,"4","F","PM","Corfu.BY.1991_2"
"303","Pontia_occidentalis","Corfu_WA",80,"F","Y",2.4,1991-07-17,"4",199,2,"4","B","PM","Corfu.BY.1991_2"
"304","Pontia_occidentalis","Corfu_WA",83,"M","B",2.1,1991-07-17,"1",199,1,"3","F","PM","Corfu.BY.1991_2"
"305","Pontia_occidentalis","Corfu_WA",84,"M","Y",2.4,1991-07-17,"4",199,1,"4","F","PM","Corfu.BY.1991_2"
"306","Pontia_occidentalis","Corfu_WA",84,"M","Y",2.4,1991-07-17,"4",199,2,"4","F","AM","Corfu.BY.1991_2"
"307","Pontia_occidentalis","Corfu_WA",86,"M","Y",2.3,1991-07-17,"1",199,1,"2","B","PM","Corfu.BY.1991_2"
"308","Pontia_occidentalis","Corfu_WA",86,"M","Y",2.3,1991-07-17,"1",199,2,"2","B","PM","Corfu.BY.1991_2"
"309","Pontia_occidentalis","Corfu_WA",86,"M","Y",2.3,1991-07-17,"1",199,3,"2","O","AM","Corfu.BY.1991_2"
"310","Pontia_occidentalis","Corfu_WA",86,"M","Y",2.3,1991-07-17,"1",200,4,"4","F","PM","Corfu.BY.1991_2"
"311","Pontia_occidentalis","Corfu_WA",89,"M","B",2.3,1991-07-17,"1",199,1,"2","B","PM","Corfu.BY.1991_2"
"312","Pontia_occidentalis","Corfu_WA",89,"M","B",2.3,1991-07-17,"1",199,2,"2","R","PM","Corfu.BY.1991_2"
"313","Pontia_occidentalis","Corfu_WA",92,"M","Y",2.5,1991-07-17,"4",199,1,"4","N","PM","Corfu.BY.1991_2"
"314","Pontia_occidentalis","Corfu_WA",92,"M","Y",2.5,1991-07-17,"4",199,2,"4","C","AM","Corfu.BY.1991_2"
"315","Pontia_occidentalis","Corfu_WA",94,"F","Y",2.4,1991-07-17,"3",199,1,"3","N","PM","Corfu.BY.1991_2"
"316","Pontia_occidentalis","Corfu_WA",96,"M","Y",2.4,1991-07-17,"4",199,1,"","","PM","Corfu.BY.1991_2"
"317","Pontia_occidentalis","Corfu_WA",97,"M","B",2.7,1991-07-17,"3",199,1,"3","LB","PM","Corfu.BY.1991_2"
"318","Pontia_occidentalis","Corfu_WA",97,"M","B",2.7,1991-07-17,"3",199,2,"3","B","PM","Corfu.BY.1991_2"
"319","Pontia_occidentalis","Corfu_WA",97,"M","B",2.7,1991-07-17,"3",199,3,"2","S","AM","Corfu.BY.1991_2"
"320","Pontia_occidentalis","Corfu_WA",98,"M","Y",2.6,1991-07-17,"3",199,1,"pred by spider","","PM","Corfu.BY.1991_2"
"321","Pontia_occidentalis","Corfu_WA",100,"M","Y",2.4,1991-07-17,"4",199,1,"3","F","PM","Corfu.BY.1991_2"
"322","Pontia_occidentalis","Corfu_WA",102,"M","Y",2.4,1991-07-17,"4",199,1,"2","B","PM","Corfu.BY.1991_2"
"323","Pontia_occidentalis","Corfu_WA",102,"M","Y",2.4,1991-07-17,"4",199,2,"4","LB","PM","Corfu.BY.1991_2"
"324","Pontia_occidentalis","Corfu_WA",104,"F","Y",2.6,1991-07-17,"4",199,1,"3","N","PM","Corfu.BY.1991_2"
"325","Pontia_occidentalis","Corfu_WA",105,"M","B",2.5,1991-07-17,"2",200,1,"2","B","PM","Corfu.BY.1991_2"
"326","Pontia_occidentalis","Corfu_WA",105,"M","B",2.5,1991-07-17,"2",201,2,"3","B","PM","Corfu.BY.1991_2"
"327","Pontia_occidentalis","Corfu_WA",105,"M","B",2.5,1991-07-17,"2",201,3,"3","F","PM","Corfu.BY.1991_2"
"328","Pontia_occidentalis","Corfu_WA",105,"M","B",2.5,1991-07-17,"2",201,4,"3","S","PM","Corfu.BY.1991_2"
"329","Pontia_occidentalis","Corfu_WA",105,"M","B",2.5,1991-07-17,"2",202,5,"3","F","PM","Corfu.BY.1991_2"
"330","Pontia_occidentalis","Corfu_WA",105,"M","B",2.5,1991-07-17,"2",202,6,"3","O","PM","Corfu.BY.1991_2"
"331","Pontia_occidentalis","Corfu_WA",105,"M","B",2.5,1991-07-17,"2",202,7,"2","O","PM","Corfu.BY.1991_2"
"332","Pontia_occidentalis","Corfu_WA",106,"M","Y",2.6,1991-07-17,"4",200,1,"4","F","PM","Corfu.BY.1991_2"
"333","Pontia_occidentalis","Corfu_WA",106,"M","Y",2.6,1991-07-17,"4",200,2,"4","F","PM","Corfu.BY.1991_2"
"334","Pontia_occidentalis","Corfu_WA",106,"M","Y",2.6,1991-07-17,"4",202,3,"4","F","PM","Corfu.BY.1991_2"
"335","Pontia_occidentalis","Corfu_WA",107,"F","B",2.3,1991-07-17,"2",199,1,"1","B","PM","Corfu.BY.1991_2"
"336","Pontia_occidentalis","Corfu_WA",108,"M","Y",2.4,1991-07-17,"2",199,1,"3","F","PM","Corfu.BY.1991_2"
"337","Pontia_occidentalis","Corfu_WA",108,"M","Y",2.4,1991-07-17,"2",199,2,"3","C","PM","Corfu.BY.1991_2"
"338","Pontia_occidentalis","Corfu_WA",109,"F","B",2.5,1991-07-17,"3B",201,1,"4","O","AM","Corfu.BY.1991_2"
"339","Pontia_occidentalis","Corfu_WA",112,"M","Y",2.5,1991-07-17,"2",199,1,"2","F","AM","Corfu.BY.1991_2"
"340","Pontia_occidentalis","Corfu_WA",112,"M","Y",2.5,1991-07-17,"2",201,2,"3","F","PM","Corfu.BY.1991_2"
"341","Pontia_occidentalis","Corfu_WA",112,"M","Y",2.5,1991-07-17,"2",204,3,"4","C","AM","Corfu.BY.1991_2"
"342","Pontia_occidentalis","Corfu_WA",112,"M","Y",2.5,1991-07-17,"2",204,4,"4","F","AM","Corfu.BY.1991_2"
"343","Pontia_occidentalis","Corfu_WA",112,"M","Y",2.5,1991-07-17,"2",204,5,"4","F","AM","Corfu.BY.1991_2"
"344","Pontia_occidentalis","Corfu_WA",112,"M","Y",2.5,1991-07-17,"2",205,6,"4","F","PM","Corfu.BY.1991_2"
"345","Pontia_occidentalis","Corfu_WA",115,"M","B",2.6,1991-07-17,"4",199,1,"4","F","PM","Corfu.BY.1991_2"
"346","Pontia_occidentalis","Corfu_WA",116,"M","Y",2.5,1991-07-17,"1",199,1,"1","F","PM","Corfu.BY.1991_2"
"347","Pontia_occidentalis","Corfu_WA",116,"M","Y",2.5,1991-07-17,"1",199,2,"2","F","PM","Corfu.BY.1991_2"
"348","Pontia_occidentalis","Corfu_WA",116,"M","Y",2.5,1991-07-17,"1",199,3,"4","C","AM","Corfu.BY.1991_2"
"349","Pontia_occidentalis","Corfu_WA",117,"M","B",2.6,1991-07-17,"1",199,1,"1","M","PM","Corfu.BY.1991_2"
"350","Pontia_occidentalis","Corfu_WA",118,"M","Y",2.3,1991-07-17,"2",199,1,"1","B","PM","Corfu.BY.1991_2"
"351","Pontia_occidentalis","Corfu_WA",118,"M","Y",2.3,1991-07-17,"2",199,2,"1","B","PM","Corfu.BY.1991_2"
"352","Pontia_occidentalis","Corfu_WA",118,"M","Y",2.3,1991-07-17,"2",199,3,"3","F","PM","Corfu.BY.1991_2"
"353","Pontia_occidentalis","Corfu_WA",118,"M","Y",2.3,1991-07-17,"2",201,4,"3","F","PM","Corfu.BY.1991_2"
"354","Pontia_occidentalis","Corfu_WA",120,"M","Y",2.5,1991-07-17,"3",199,1,"3","B","PM","Corfu.BY.1991_2"
"355","Pontia_occidentalis","Corfu_WA",120,"M","Y",2.5,1991-07-17,"3",199,2,"3","F","AM","Corfu.BY.1991_2"
"356","Pontia_occidentalis","Corfu_WA",120,"M","Y",2.5,1991-07-17,"3",199,3,"3","F","AM","Corfu.BY.1991_2"
"357","Pontia_occidentalis","Corfu_WA",120,"M","Y",2.5,1991-07-17,"3",199,4,"3","C","PM","Corfu.BY.1991_2"
"358","Pontia_occidentalis","Corfu_WA",120,"M","Y",2.5,1991-07-17,"3",199,5,"3(BM)","C","PM","Corfu.BY.1991_2"
"359","Pontia_occidentalis","Corfu_WA",120,"M","Y",2.5,1991-07-17,"3",199,6,"4","F","PM","Corfu.BY.1991_2"
"360","Pontia_occidentalis","Corfu_WA",121,"M","B",2.2,1991-07-17,"2",199,1,"2","F","PM","Corfu.BY.1991_2"
"361","Pontia_occidentalis","Corfu_WA",121,"M","B",2.2,1991-07-17,"2",199,2,"3","F","PM","Corfu.BY.1991_2"
"362","Pontia_occidentalis","Corfu_WA",121,"M","B",2.2,1991-07-17,"2",200,3,"3","F","PM","Corfu.BY.1991_2"
"363","Pontia_occidentalis","Corfu_WA",123,"F","B",2.3,1991-07-17,"2",199,1,"3","N","PM","Corfu.BY.1991_2"
"364","Pontia_occidentalis","Corfu_WA",126,"M","Y",2.4,1991-07-17,"2",199,1,"1","B","PM","Corfu.BY.1991_2"
"365","Pontia_occidentalis","Corfu_WA",126,"M","Y",2.4,1991-07-17,"2",199,2,"2","F","PM","Corfu.BY.1991_2"
"366","Pontia_occidentalis","Corfu_WA",126,"M","Y",2.4,1991-07-17,"2",199,3,"2","F","PM","Corfu.BY.1991_2"
"367","Pontia_occidentalis","Corfu_WA",126,"M","Y",2.4,1991-07-17,"2",200,4,"3","B","PM","Corfu.BY.1991_2"
"368","Pontia_occidentalis","Corfu_WA",126,"M","Y",2.4,1991-07-17,"2",200,5,"3","B","PM","Corfu.BY.1991_2"
"369","Pontia_occidentalis","Corfu_WA",126,"M","Y",2.4,1991-07-17,"2",200,6,"3","F","PM","Corfu.BY.1991_2"
"370","Pontia_occidentalis","Corfu_WA",126,"M","Y",2.4,1991-07-17,"2",200,7,"3","F","PM","Corfu.BY.1991_2"
"371","Pontia_occidentalis","Corfu_WA",128,"F","Y",2.7,1991-07-17,"3",199,1,"3","B","PM","Corfu.BY.1991_2"
"372","Pontia_occidentalis","Corfu_WA",128,"F","Y",2.7,1991-07-17,"3",200,2,"4","N","AM","Corfu.BY.1991_2"
"373","Pontia_occidentalis","Corfu_WA",128,"F","Y",2.7,1991-07-17,"3",200,3,"4","F","PM","Corfu.BY.1991_2"
"374","Pontia_occidentalis","Corfu_WA",128,"F","Y",2.7,1991-07-17,"3",202,4,"4","R","AM","Corfu.BY.1991_2"
"375","Pontia_occidentalis","Corfu_WA",129,"M","B",2.4,1991-07-17,"2",199,1,"1","S","PM","Corfu.BY.1991_2"
"376","Pontia_occidentalis","Corfu_WA",129,"M","B",2.4,1991-07-17,"2",199,2,"2","F","AM","Corfu.BY.1991_2"
"377","Pontia_occidentalis","Corfu_WA",129,"M","B",2.4,1991-07-17,"2",199,3,"3","F","AM","Corfu.BY.1991_2"
"378","Pontia_occidentalis","Corfu_WA",129,"M","B",2.4,1991-07-17,"2",199,4,"3(BM)","N","PM","Corfu.BY.1991_2"
"379","Pontia_occidentalis","Corfu_WA",132,"F","Y",2.7,1991-07-17,"3",199,1,"2","B","PM","Corfu.BY.1991_2"
"380","Pontia_occidentalis","Corfu_WA",132,"F","Y",2.7,1991-07-17,"3",199,2,"3","B","PM","Corfu.BY.1991_2"
"381","Pontia_occidentalis","Corfu_WA",134,"F","Y",2.3,1991-07-17,"2",199,1,"1","F","PM","Corfu.BY.1991_2"
"382","Pontia_occidentalis","Corfu_WA",134,"F","Y",2.3,1991-07-17,"2",199,2,"2","F","AM","Corfu.BY.1991_2"
"383","Pontia_occidentalis","Corfu_WA",136,"F","Y",2.4,1991-07-17,"1",199,1,"2","R","PM","Corfu.BY.1991_2"
"384","Pontia_occidentalis","Corfu_WA",136,"F","Y",2.4,1991-07-17,"1",201,2,"3","B","AM","Corfu.BY.1991_2"
"385","Pontia_occidentalis","Corfu_WA",136,"F","Y",2.4,1991-07-17,"1",202,3,"3","B","PM","Corfu.BY.1991_2"
"386","Pontia_occidentalis","Corfu_WA",136,"F","Y",2.4,1991-07-17,"1",202,4,"2-3","S","PM","Corfu.BY.1991_2"
"387","Pontia_occidentalis","Corfu_WA",138,"F","Y",2.8,1991-07-17,"1",199,1,"1","B","PM","Corfu.BY.1991_2"
"388","Pontia_occidentalis","Corfu_WA",138,"F","Y",2.8,1991-07-17,"1",199,2,"1","B","PM","Corfu.BY.1991_2"
"389","Pontia_occidentalis","Corfu_WA",139,"F","B",2.7,1991-07-17,"2B",199,1,"3","F","PM","Corfu.BY.1991_2"
"390","Pontia_occidentalis","Corfu_WA",141,NA,"B",NA,NA,NA,199,1,"4","B","PM","Corfu.BY.1991_2"
"391","Pontia_occidentalis","Corfu_WA",142,"M","Y",2.6,1991-07-17,"4",199,1,"","F","AM","Corfu.BY.1991_2"
"392","Pontia_occidentalis","Corfu_WA",142,"M","Y",2.6,1991-07-17,"4",199,2,"4","F","AM","Corfu.BY.1991_2"
"393","Pontia_occidentalis","Corfu_WA",144,"F","Y",2.6,1991-07-17,"4",199,1,"2","N","PM","Corfu.BY.1991_2"
"394","Pontia_occidentalis","Corfu_WA",145,"F","B",2.7,1991-07-18,"3",200,1,"5","B","PM","Corfu.BY.1991_2"
"395","Pontia_occidentalis","Corfu_WA",146,"M","Y",2.8,1991-07-18,"2",200,1,"3","B","PM","Corfu.BY.1991_2"
"396","Pontia_occidentalis","Corfu_WA",147,"F","B",2.4,1991-07-18,"1",200,1,"4","F","PM","Corfu.BY.1991_2"
"397","Pontia_occidentalis","Corfu_WA",149,"F","B",2.6,1991-07-18,"1",200,1,"3","B","PM","Corfu.BY.1991_2"
"398","Pontia_occidentalis","Corfu_WA",150,"F","Y",2.6,1991-07-18,"3",202,1,"4","O","AM","Corfu.BY.1991_2"
"399","Pontia_occidentalis","Corfu_WA",151,"F","B",2.4,1991-07-18,"2",200,1,"3","B","PM","Corfu.BY.1991_2"
"400","Pontia_occidentalis","Corfu_WA",151,"F","B",2.4,1991-07-18,"2",200,2,"3","O","PM","Corfu.BY.1991_2"
"401","Pontia_occidentalis","Corfu_WA",154,"F","Y",2.5,1991-07-18,"3",200,1,"3","B","PM","Corfu.BY.1991_2"
"402","Pontia_occidentalis","Corfu_WA",155,"M","B",2.3,1991-07-18,"4",200,1,"3","F","PM","Corfu.BY.1991_2"
"403","Pontia_occidentalis","Corfu_WA",155,"M","B",2.3,1991-07-18,"4",200,2,"3","F","PM","Corfu.BY.1991_2"
"404","Pontia_occidentalis","Corfu_WA",157,"M","B",2.7,1991-07-18,"1",200,1,"2","B","PM","Corfu.BY.1991_2"
"405","Pontia_occidentalis","Corfu_WA",159,"F","B",2.5,1991-07-18,"2",200,1,"3","B","PM","Corfu.BY.1991_2"
"406","Pontia_occidentalis","Corfu_WA",161,"F","B",2.5,1991-07-18,"1",200,1,"2","B","PM","Corfu.BY.1991_2"
"407","Pontia_occidentalis","Corfu_WA",161,"F","B",2.5,1991-07-18,"1",200,2,"2","S","PM","Corfu.BY.1991_2"
"408","Pontia_occidentalis","Corfu_WA",161,"F","B",2.5,1991-07-18,"1",201,3,"3","F","PM","Corfu.BY.1991_2"
"409","Pontia_occidentalis","Corfu_WA",161,"F","B",2.5,1991-07-18,"1",203,4,"3","B","PM","Corfu.BY.1991_2"
"410","Pontia_occidentalis","Corfu_WA",164,"M","Y",2.7,1991-07-18,"1",200,1,"2","B","PM","Corfu.BY.1991_2"
"411","Pontia_occidentalis","Corfu_WA",164,"M","Y",2.7,1991-07-18,"1",200,2,"3","B","PM","Corfu.BY.1991_2"
"412","Pontia_occidentalis","Corfu_WA",166,"M","Y",2.6,1991-07-18,"1",200,1,"2","F","PM","Corfu.BY.1991_2"
"413","Pontia_occidentalis","Corfu_WA",166,"M","Y",2.6,1991-07-18,"1",200,2,"3","B","PM","Corfu.BY.1991_2"
"414","Pontia_occidentalis","Corfu_WA",169,"M","B",2.6,1991-07-18,"2",200,1,"2","B","PM","Corfu.BY.1991_2"
"415","Pontia_occidentalis","Corfu_WA",173,"F","B",2.5,1991-07-18,"2",200,1,"2","S","PM","Corfu.BY.1991_2"
"416","Pontia_occidentalis","Corfu_WA",173,"F","B",2.5,1991-07-18,"2",200,2,"3","B","PM","Corfu.BY.1991_2"
"417","Pontia_occidentalis","Corfu_WA",173,"F","B",2.5,1991-07-18,"2",200,3,"3","S","PM","Corfu.BY.1991_2"
"418","Pontia_occidentalis","Corfu_WA",174,"F","Y",2.6,1991-07-18,"2",200,1,"3","B","PM","Corfu.BY.1991_2"
"419","Pontia_occidentalis","Corfu_WA",176,"F","Y",2.6,1991-07-18,"1",200,1,"3","B","PM","Corfu.BY.1991_2"
"420","Pontia_occidentalis","Corfu_WA",185,"M","B",2.4,1991-07-18,"1",200,1,"2","B","PM","Corfu.BY.1991_2"
"421","Pontia_occidentalis","Corfu_WA",186,"F","Y",2.6,1991-07-18,"3",200,1,"4","S","PM","Corfu.BY.1991_2"
"422","Pontia_occidentalis","Corfu_WA",186,"F","Y",2.6,1991-07-18,"3",200,2,"4","S","PM","Corfu.BY.1991_2"
"423","Pontia_occidentalis","Corfu_WA",186,"F","Y",2.6,1991-07-18,"3",200,3,"4","O","PM","Corfu.BY.1991_2"
"424","Pontia_occidentalis","Corfu_WA",188,"M","Y",2.4,1991-07-18,"1",200,1,"2","B","PM","Corfu.BY.1991_2"
"425","Pontia_occidentalis","Corfu_WA",191,"F","B",2.5,1991-07-18,"1",200,1,"3","F","PM","Corfu.BY.1991_2"
"426","Pontia_occidentalis","Corfu_WA",191,"F","B",2.5,1991-07-18,"1",200,2,"2","F","PM","Corfu.BY.1991_2"
"427","Pontia_occidentalis","Corfu_WA",192,"M","Y",2.2,1991-07-18,"2",200,1,"3","B","PM","Corfu.BY.1991_2"
"428","Pontia_occidentalis","Corfu_WA",195,"F","B",2.6,1991-07-18,"1",204,1,"4","","PM","Corfu.BY.1991_2"
"429","Pontia_occidentalis","Corfu_WA",195,"F","B",2.6,1991-07-18,"1",204,2,"4","F","AM","Corfu.BY.1991_2"
"430","Pontia_occidentalis","Corfu_WA",197,"M","B",2.5,1991-07-18,"1",200,1,"3","LB","PM","Corfu.BY.1991_2"
"431","Pontia_occidentalis","Corfu_WA",198,"M","Y",2.7,1991-07-18,"1",200,1,"2","B","PM","Corfu.BY.1991_2"
